ctuid,ai_own_s0,ai_own_s1,ai_own_s2,ai_own_change_s1,ai_own_change_s2
2021S05075350204.00,0.02870203783282974,0.02870203783282974,0.029892623826065792,0.0,0.0011905859932360534
2021S05075350206.01,0.03456589502448314,0.03456589502448314,0.03774860664014351,0.0,0.0031827116156603746
2021S05075350206.02,0.02727114445113441,0.029413649677502395,0.027848828329707837,0.002142505226367983,0.0005776838785734248
2021S05075350207.00,0.03261595208276107,0.03261595208276107,0.03261595208276107,0.0,0.0
2021S05075350208.00,0.025096582606011286,0.025096582606011286,0.025096582606011286,0.0,0.0
2021S05075350209.00,0.022813490716158864,0.03027670075029516,0.022813490716158864,0.007463210034136296,0.0
2021S05075350210.01,0.04578858821425037,0.04591705074747553,0.04578858821425037,0.00012846253322515433,0.0
2021S05075350210.03,0.051848842536724705,0.08444786569186984,0.11242427454822805,0.03259902315514513,0.060575432011503345
2021S05075350210.04,0.047425971076757424,0.04787953109570782,0.047425971076757424,0.0004535600189503955,0.0
2021S05075350211.00,0.037405236401494235,0.0529172491101595,0.037405236401494235,0.015512012708665264,0.0
2021S05075350212.00,0.04221977177990439,0.043805978585994436,0.04221977177990439,0.0015862068060900486,0.0
2021S05075350213.01,0.03518314314992032,0.03518314314992032,0.03518314314992032,0.0,0.0
2021S05075350213.02,0.05555233128934787,0.06443321139335266,0.05555233128934787,0.008880880104004792,0.0
2021S05075350214.00,0.04583067331371202,0.04591207620173883,0.04583067331371202,8.140288802681306e-05,0.0
2021S05075350215.00,0.03602484513915287,0.03602484513915287,0.03602484513915287,0.0,0.0
2021S05075350216.00,0.03433698181240047,0.034430028081709176,0.03433698181240047,9.304626930870669e-05,0.0
2021S05075350217.00,0.023257909366473647,0.026677271548629714,0.023257909366473647,0.0034193621821560667,0.0
2021S05075350218.00,0.03703488752623192,0.0373729681357413,0.03703488752623192,0.000338080609509378,0.0
2021S05075350219.00,0.0359767478826253,0.03646950870633875,0.0359767478826253,0.0004927608237134465,0.0
2021S05075350220.00,0.0346781219563808,0.035734891897158186,0.0346781219563808,0.0010567699407773856,0.0
2021S05075350221.01,0.05234264103707444,0.05234264103707444,0.05234264103707444,0.0,0.0
2021S05075350221.02,0.03749782362030984,0.03749782362030984,0.03749782362030984,0.0,0.0
2021S05075350222.01,0.05237791235852801,0.05237791235852801,0.05237791235852801,0.0,0.0
2021S05075350222.02,0.023866927516905008,0.024742336624363124,0.023866927516905008,0.0008754091074581159,0.0
2021S05075350223.01,0.03950388002798071,0.04014106299872073,0.03950388002798071,0.0006371829707400162,0.0
2021S05075350223.02,0.04187791127966226,0.04187791127966226,0.04187791127966226,0.0,0.0
2021S05075350224.00,0.037034887526231935,0.04349420021273483,0.037034887526231935,0.006459312686502898,0.0
2021S05075350225.01,0.034442445399395685,0.034442445399395685,0.034442445399395685,0.0,0.0
2021S05075350225.02,0.04937985003497588,0.11099951310977667,0.04937985003497588,0.06161966307480079,0.0
2021S05075350226.00,0.04032687752856366,0.04032687752856366,0.04032687752856366,0.0,0.0
2021S05075350227.00,0.03838161070900399,0.03838161070900399,0.03838161070900399,0.0,0.0
