ctuid,ct_code,GEO_NAME,population_2021,total_private_dwellings,total_households,median_household_income,median_aftertax_income,renter_share,owner_households,renter_households,home_price,annual_rent,median_monthly_shelter_owned,median_monthly_shelter_rented,median_dwelling_value
2021S05075350528.47,5350528.47,5350528.47,5044.0,1476.0,1435.0,124000.0,108000.0,0.18055555555555555,1175.0,260.0,1000000.0,13200.0,1980.0,1100.0,1000000.0
2021S05075350528.49,5350528.49,5350528.49,4740.0,1281.0,1245.0,157000.0,132000.0,0.11428571428571428,1080.0,140.0,1100000.0,24720.0,2620.0,2060.0,1100000.0
2021S05075350528.50,5350528.50,5350528.50,3385.0,928.0,870.0,105000.0,95000.0,0.26666666666666666,665.0,240.0,900000.0,14400.0,2360.0,1200.0,900000.0
2021S05075350528.51,5350528.51,5350528.51,4420.0,1116.0,1040.0,99000.0,90000.0,0.3283582089552239,670.0,330.0,900000.0,14400.0,2320.0,1200.0,900000.0
2021S05075350528.52,5350528.52,5350528.52,6489.0,1714.0,1685.0,132000.0,116000.0,0.16272189349112426,1415.0,275.0,1000000.0,22800.0,2620.0,1900.0,1000000.0
2021S05075350528.53,5350528.53,5350528.53,2554.0,681.0,670.0,164000.0,138000.0,0.07462686567164178,620.0,50.0,1300000.0,26400.0,2920.0,2200.0,1300000.0
2021S05075350528.54,5350528.54,5350528.54,2935.0,688.0,685.0,140000.0,123000.0,0.10948905109489052,610.0,75.0,1200000.0,30000.0,2780.0,2500.0,1200000.0
2021S05075350528.55,5350528.55,5350528.55,4761.0,1265.0,1220.0,128000.0,112000.0,0.13934426229508196,1045.0,170.0,1000000.0,24960.0,2320.0,2080.0,1000000.0
2021S05075350528.56,5350528.56,5350528.56,3455.0,1056.0,1030.0,120000.0,106000.0,0.3033175355450237,730.0,320.0,1000000.0,14520.0,1860.0,1210.0,1000000.0
2021S05075350528.57,5350528.57,5350528.57,4104.0,1197.0,1180.0,120000.0,105000.0,0.22510822510822512,900.0,260.0,1100000.0,14280.0,1740.0,1190.0,1100000.0
2021S05075350528.58,5350528.58,5350528.58,4073.0,1322.0,1265.0,113000.0,100000.0,0.1062992125984252,1135.0,135.0,1000000.0,17160.0,1240.0,1430.0,1000000.0
2021S05075350528.59,5350528.59,5350528.59,4224.0,1194.0,1140.0,119000.0,104000.0,0.29515418502202645,805.0,335.0,1000000.0,27120.0,2060.0,2260.0,1000000.0
2021S05075350528.60,5350528.60,5350528.60,3626.0,1197.0,1160.0,105000.0,91000.0,0.1645021645021645,965.0,190.0,800000.0,22080.0,2000.0,1840.0,800000.0
2021S05075350528.61,5350528.61,5350528.61,4026.0,1426.0,1385.0,96000.0,85000.0,0.33093525179856115,925.0,460.0,800000.0,15360.0,1960.0,1280.0,800000.0
2021S05075350528.62,5350528.62,5350528.62,1778.0,536.0,515.0,87000.0,78500.0,0.48,260.0,240.0,750000.0,14520.0,1940.0,1210.0,750000.0
2021S05075350528.63,5350528.63,5350528.63,5942.0,1607.0,1555.0,137000.0,119000.0,0.10158730158730159,1420.0,160.0,1000000.0,28800.0,2260.0,2400.0,1000000.0
2021S05075350529.01,5350529.01,5350529.01,4097.0,1349.0,1240.0,82000.0,75500.0,0.37551020408163266,770.0,460.0,800000.0,15000.0,1640.0,1250.0,800000.0
2021S05075350529.02,5350529.02,5350529.02,4675.0,1536.0,1430.0,81000.0,75000.0,0.44982698961937717,795.0,650.0,800000.0,15480.0,1560.0,1290.0,800000.0
2021S05075350530.01,5350530.01,5350530.01,5217.0,1640.0,1520.0,83000.0,77000.0,0.5886287625418061,615.0,880.0,800000.0,18000.0,1940.0,1500.0,800000.0
2021S05075350530.02,5350530.02,5350530.02,3117.0,1038.0,1000.0,76500.0,72000.0,0.4362745098039216,575.0,445.0,600000.0,17160.0,1660.0,1430.0,600000.0
2021S05075350531.01,5350531.01,5350531.01,4106.0,1400.0,1305.0,80000.0,74000.0,0.4220532319391635,755.0,555.0,695000.0,15120.0,1900.0,1260.0,695000.0
2021S05075350531.02,5350531.02,5350531.02,6405.0,2040.0,1885.0,89000.0,81000.0,0.2473404255319149,1415.0,465.0,850000.0,14400.0,1560.0,1200.0,850000.0
2021S05075350532.01,5350532.01,5350532.01,4319.0,1346.0,1235.0,92000.0,83000.0,0.30416666666666664,830.0,365.0,870000.0,18000.0,1920.0,1500.0,870000.0
2021S05075350532.02,5350532.02,5350532.02,4508.0,1429.0,1310.0,87000.0,80000.0,0.39114391143911437,820.0,530.0,800000.0,16800.0,1700.0,1400.0,800000.0
2021S05075350540.01,5350540.01,5350540.01,4850.0,2685.0,2500.0,67000.0,59200.0,0.688,780.0,1720.0,1100000.0,15840.0,1780.0,1320.0,1100000.0
2021S05075350540.02,5350540.02,5350540.02,5658.0,3010.0,2810.0,85000.0,73000.0,0.5604982206405694,1235.0,1575.0,1390000.0,18000.0,2080.0,1500.0,1390000.0
2021S05075350550.01,5350550.01,5350550.01,4672.0,1686.0,1650.0,115000.0,100000.0,0.13813813813813813,1430.0,230.0,800000.0,15480.0,1760.0,1290.0,800000.0
2021S05075350550.02,5350550.02,5350550.02,7557.0,3053.0,2905.0,98000.0,85000.0,0.3528399311531842,1870.0,1025.0,1000000.0,15840.0,1560.0,1320.0,1000000.0
2021S05075350560.00,5350560.00,5350560.00,6482.0,2333.0,2250.0,88000.0,79000.0,0.2565789473684211,1695.0,585.0,800000.0,15720.0,1510.0,1310.0,800000.0
2021S05075350561.00,5350561.00,5350561.00,6821.0,2387.0,2270.0,91000.0,81000.0,0.48695652173913045,1180.0,1120.0,800000.0,18720.0,1640.0,1560.0,800000.0
2021S05075350562.02,5350562.02,5350562.02,6521.0,2159.0,2115.0,113000.0,99000.0,0.10426540284360189,1890.0,220.0,900000.0,18000.0,1640.0,1500.0,900000.0
2021S05075350562.03,5350562.03,5350562.03,5071.0,1638.0,1600.0,102000.0,90000.0,0.29430379746835444,1110.0,465.0,695000.0,19920.0,1900.0,1660.0,695000.0
2021S05075350562.04,5350562.04,5350562.04,4830.0,1496.0,1445.0,108000.0,95000.0,0.1598639455782313,1230.0,235.0,800000.0,18720.0,1980.0,1560.0,800000.0
2021S05075350562.05,5350562.05,5350562.05,5930.0,2303.0,2215.0,83000.0,74000.0,0.33707865168539325,1475.0,750.0,600000.0,19680.0,1660.0,1640.0,600000.0
2021S05075350562.06,5350562.06,5350562.06,3056.0,990.0,960.0,115000.0,99000.0,0.14358974358974358,835.0,140.0,950000.0,22800.0,1760.0,1900.0,950000.0
2021S05075350562.07,5350562.07,5350562.07,4600.0,1436.0,1390.0,105000.0,93000.0,0.17391304347826086,1135.0,240.0,800000.0,18000.0,1600.0,1500.0,800000.0
2021S05075350562.08,5350562.08,5350562.08,4201.0,1406.0,1380.0,102000.0,89000.0,0.14130434782608695,1185.0,195.0,695000.0,21600.0,1700.0,1800.0,695000.0
2021S05075350562.09,5350562.09,5350562.09,4023.0,1324.0,1285.0,103000.0,90000.0,0.12840466926070038,1120.0,165.0,700000.0,16440.0,1800.0,1370.0,700000.0
2021S05075350562.11,5350562.11,5350562.11,3110.0,1018.0,995.0,109000.0,97000.0,0.1116751269035533,875.0,110.0,700000.0,21120.0,1860.0,1760.0,700000.0
2021S05075350562.12,5350562.12,5350562.12,7158.0,3007.0,2870.0,73500.0,65500.0,0.7839721254355401,620.0,2250.0,448000.0,19200.0,1680.0,1600.0,448000.0
2021S05075350562.13,5350562.13,5350562.13,1192.0,375.0,370.0,100000.0,89000.0,0.16216216216216217,315.0,60.0,600000.0,19440.0,1840.0,1620.0,600000.0
2021S05075350562.14,5350562.14,5350562.14,3889.0,1130.0,1105.0,126000.0,111000.0,0.10572687224669604,1010.0,120.0,900000.0,15120.0,1640.0,1260.0,900000.0
2021S05075350562.15,5350562.15,5350562.15,3624.0,1067.0,1055.0,112000.0,100000.0,0.24509803921568626,775.0,250.0,900000.0,15000.0,1920.0,1250.0,900000.0
2021S05075350563.01,5350563.01,5350563.01,6622.0,2539.0,2460.0,63200.0,58800.0,0.5894308943089431,1010.0,1450.0,448000.0,16320.0,1540.0,1360.0,448000.0
2021S05075350563.02,5350563.02,5350563.02,3396.0,1056.0,1025.0,101000.0,89000.0,0.27,725.0,270.0,800000.0,18360.0,2040.0,1530.0,800000.0
2021S05075350564.01,5350564.01,5350564.01,2351.0,766.0,745.0,106000.0,93000.0,0.17482517482517482,590.0,125.0,765000.0,24720.0,1520.0,2060.0,765000.0
2021S05075350564.02,5350564.02,5350564.02,4893.0,1514.0,1465.0,95000.0,84000.0,0.27303754266211605,1060.0,400.0,650000.0,20880.0,1940.0,1740.0,650000.0
2021S05075350570.01,5350570.01,5350570.01,4012.0,1731.0,1640.0,61200.0,55600.0,0.7951070336391437,340.0,1300.0,576000.0,15600.0,1620.0,1300.0,576000.0
2021S05075350570.02,5350570.02,5350570.02,4200.0,1315.0,1290.0,128000.0,108000.0,0.08333333333333333,1155.0,105.0,900000.0,28320.0,1880.0,2360.0,900000.0
2021S05075350571.01,5350571.01,5350571.01,3838.0,1475.0,1380.0,76000.0,68000.0,0.5505226480836237,640.0,790.0,650000.0,18600.0,1700.0,1550.0,650000.0
2021S05075350571.02,5350571.02,5350571.02,4308.0,1524.0,1470.0,101000.0,88000.0,0.23666666666666666,1145.0,355.0,850000.0,15240.0,1860.0,1270.0,850000.0
2021S05075350572.01,5350572.01,5350572.01,7707.0,2766.0,2655.0,89000.0,79500.0,0.3559322033898305,1710.0,945.0,800000.0,15120.0,1660.0,1260.0,800000.0
2021S05075350572.04,5350572.04,5350572.04,3388.0,1045.0,1015.0,98000.0,86000.0,0.3480392156862745,665.0,355.0,800000.0,15600.0,1620.0,1300.0,800000.0
2021S05075350572.05,5350572.05,5350572.05,6290.0,2397.0,2285.0,76500.0,69000.0,0.7017543859649122,680.0,1600.0,695000.0,18360.0,1050.0,1530.0,695000.0
2021S05075350572.07,5350572.07,5350572.07,4650.0,1357.0,1275.0,109000.0,96000.0,0.21774193548387097,975.0,270.0,900000.0,16800.0,2140.0,1400.0,900000.0
2021S05075350572.08,5350572.08,5350572.08,5661.0,1560.0,1490.0,104000.0,93000.0,0.2976588628762542,1050.0,445.0,900000.0,16800.0,1940.0,1400.0,900000.0
2021S05075350572.09,5350572.09,5350572.09,4674.0,1310.0,1275.0,121000.0,106000.0,0.08494208494208494,1190.0,110.0,850000.0,18840.0,2280.0,1570.0,850000.0
2021S05075350572.10,5350572.10,5350572.10,3567.0,980.0,930.0,114000.0,102000.0,0.14814814814814814,810.0,140.0,900000.0,19920.0,2000.0,1660.0,900000.0
2021S05075350573.03,5350573.03,5350573.03,6410.0,2097.0,1975.0,103000.0,91000.0,0.2683544303797468,1445.0,530.0,800000.0,13440.0,1900.0,1120.0,800000.0
2021S05075350573.05,5350573.05,5350573.05,5978.0,1874.0,1810.0,106000.0,93000.0,0.20165745856353592,1445.0,365.0,900000.0,17160.0,1800.0,1430.0,900000.0
2021S05075350573.06,5350573.06,5350573.06,4611.0,1452.0,1420.0,107000.0,94000.0,0.06993006993006994,1335.0,100.0,800000.0,24240.0,1960.0,2020.0,800000.0
2021S05075350573.07,5350573.07,5350573.07,6129.0,2307.0,2220.0,84000.0,75500.0,0.49099099099099097,1125.0,1090.0,800000.0,15000.0,1720.0,1250.0,800000.0
2021S05075350573.09,5350573.09,5350573.09,6086.0,1716.0,1645.0,111000.0,98000.0,0.22188449848024316,1280.0,365.0,890000.0,16920.0,2180.0,1410.0,890000.0
2021S05075350573.10,5350573.10,5350573.10,3168.0,860.0,850.0,125000.0,108000.0,0.08928571428571429,770.0,75.0,900000.0,18000.0,2280.0,1500.0,900000.0
2021S05075350573.11,5350573.11,5350573.11,4944.0,1312.0,1285.0,121000.0,105000.0,0.13953488372093023,1115.0,180.0,900000.0,21840.0,2300.0,1820.0,900000.0
2021S05075350574.00,5350574.00,5350574.00,6640.0,3574.0,3265.0,71000.0,62000.0,0.5434782608695652,1470.0,1750.0,750000.0,14640.0,1780.0,1220.0,750000.0
2021S05075350575.01,5350575.01,5350575.01,5985.0,2118.0,2010.0,87000.0,78000.0,0.337468982630273,1335.0,680.0,750000.0,15000.0,1760.0,1250.0,750000.0
2021S05075350575.02,5350575.02,5350575.02,4910.0,2157.0,2035.0,64500.0,59200.0,0.6368159203980099,725.0,1280.0,700000.0,14880.0,1480.0,1240.0,700000.0
2021S05075350575.03,5350575.03,5350575.03,6598.0,2208.0,2065.0,95000.0,84000.0,0.288135593220339,1465.0,595.0,750000.0,18000.0,1860.0,1500.0,750000.0
2021S05075350575.04,5350575.04,5350575.04,6562.0,2126.0,2055.0,99000.0,87000.0,0.20192307692307693,1660.0,420.0,695000.0,21600.0,1920.0,1800.0,695000.0
2021S05075350575.05,5350575.05,5350575.05,6956.0,2266.0,2155.0,103000.0,91000.0,0.12529002320185614,1885.0,270.0,700000.0,19200.0,1980.0,1600.0,700000.0
2021S05075350575.07,5350575.07,5350575.07,3967.0,1036.0,1020.0,123000.0,108000.0,0.10837438423645321,905.0,110.0,900000.0,30960.0,2540.0,2580.0,900000.0
2021S05075350575.08,5350575.08,5350575.08,5669.0,1710.0,1645.0,112000.0,98000.0,0.22796352583586627,1265.0,375.0,850000.0,18000.0,2100.0,1500.0,850000.0
2021S05075350576.04,5350576.04,5350576.04,4529.0,1424.0,1400.0,131000.0,113000.0,0.042105263157894736,1365.0,60.0,900000.0,21360.0,1640.0,1780.0,900000.0
2021S05075350576.05,5350576.05,5350576.05,6834.0,2042.0,1920.0,109000.0,98000.0,0.15064935064935064,1635.0,290.0,850000.0,18000.0,2080.0,1500.0,850000.0
2021S05075350576.06,5350576.06,5350576.06,8244.0,2522.0,2430.0,116000.0,101000.0,0.18295218295218296,1960.0,440.0,850000.0,25200.0,2180.0,2100.0,850000.0
2021S05075350576.07,5350576.07,5350576.07,4495.0,1390.0,1320.0,113000.0,98000.0,0.1297709923664122,1140.0,170.0,850000.0,21120.0,1820.0,1760.0,850000.0
2021S05075350576.09,5350576.09,5350576.09,3966.0,1281.0,1245.0,124000.0,107000.0,0.088,1135.0,110.0,880000.0,14520.0,1760.0,1210.0,880000.0
2021S05075350576.16,5350576.16,5350576.16,6366.0,1677.0,1605.0,118000.0,105000.0,0.15217391304347827,1365.0,245.0,950000.0,18000.0,2220.0,1500.0,950000.0
2021S05075350576.17,5350576.17,5350576.17,6724.0,1741.0,1675.0,114000.0,101000.0,0.14583333333333334,1430.0,245.0,950000.0,24000.0,2340.0,2000.0,950000.0
2021S05075350576.20,5350576.20,5350576.20,6606.0,1626.0,1575.0,114000.0,102000.0,0.1746031746031746,1300.0,275.0,900000.0,17400.0,2260.0,1450.0,900000.0
2021S05075350576.22,5350576.22,5350576.22,7297.0,1851.0,1810.0,119000.0,106000.0,0.1574585635359116,1520.0,285.0,900000.0,18000.0,2220.0,1500.0,900000.0
2021S05075350576.29,5350576.29,5350576.29,4160.0,1152.0,1125.0,118000.0,103000.0,0.10572687224669604,1015.0,120.0,800000.0,14520.0,2240.0,1210.0,800000.0
2021S05075350576.31,5350576.31,5350576.31,3726.0,1181.0,1160.0,139000.0,118000.0,0.10775862068965517,1040.0,125.0,1000000.0,10560.0,2160.0,880.0,1000000.0
2021S05075350576.33,5350576.33,5350576.33,2624.0,814.0,795.0,125000.0,107000.0,0.08024691358024691,745.0,65.0,900000.0,16920.0,1960.0,1410.0,900000.0
2021S05075350576.34,5350576.34,5350576.34,5987.0,1724.0,1655.0,117000.0,102000.0,0.10975609756097561,1460.0,180.0,850000.0,25920.0,2260.0,2160.0,850000.0
2021S05075350576.43,5350576.43,5350576.43,6487.0,1751.0,1720.0,122000.0,106000.0,0.11403508771929824,1515.0,195.0,900000.0,20880.0,2420.0,1740.0,900000.0
2021S05075350576.44,5350576.44,5350576.44,2727.0,736.0,725.0,130000.0,113000.0,0.08053691275167785,685.0,60.0,950000.0,18000.0,2360.0,1500.0,950000.0
2021S05075350576.45,5350576.45,5350576.45,2816.0,714.0,695.0,119000.0,108000.0,0.09859154929577464,640.0,70.0,1000000.0,16800.0,2380.0,1400.0,1000000.0
2021S05075350576.46,5350576.46,5350576.46,5286.0,1372.0,1345.0,112000.0,101000.0,0.14232209737827714,1145.0,190.0,900000.0,15600.0,2160.0,1300.0,900000.0
2021S05075350576.47,5350576.47,5350576.47,4274.0,947.0,925.0,166000.0,142000.0,0.06666666666666667,840.0,60.0,1510000.0,22800.0,3080.0,1900.0,1510000.0
2021S05075350576.49,5350576.49,5350576.49,5144.0,1336.0,1310.0,120000.0,106000.0,0.11196911196911197,1155.0,145.0,950000.0,22800.0,2400.0,1900.0,950000.0
2021S05075350576.50,5350576.50,5350576.50,6726.0,1719.0,1690.0,125000.0,110000.0,0.08823529411764706,1550.0,150.0,930000.0,25920.0,2400.0,2160.0,930000.0
2021S05075350576.52,5350576.52,5350576.52,5738.0,1493.0,1460.0,124000.0,108000.0,0.1040268456375839,1335.0,155.0,950000.0,24480.0,2480.0,2040.0,950000.0
2021S05075350576.53,5350576.53,5350576.53,4365.0,1125.0,1095.0,125000.0,108000.0,0.1308411214953271,930.0,140.0,900000.0,25920.0,2520.0,2160.0,900000.0
2021S05075350576.54,5350576.54,5350576.54,5729.0,1529.0,1495.0,112000.0,99000.0,0.19205298013245034,1215.0,290.0,950000.0,22080.0,2540.0,1840.0,950000.0
2021S05075350576.55,5350576.55,5350576.55,6734.0,1534.0,1500.0,126000.0,112000.0,0.09666666666666666,1350.0,145.0,1000000.0,16200.0,2620.0,1350.0,1000000.0
2021S05075350576.57,5350576.57,5350576.57,4141.0,1350.0,1310.0,95000.0,83000.0,0.11877394636015326,1150.0,155.0,700000.0,22320.0,2040.0,1860.0,700000.0
2021S05075350576.59,5350576.59,5350576.59,6394.0,1599.0,1530.0,120000.0,106000.0,0.11437908496732026,1360.0,175.0,1000000.0,14520.0,2480.0,1210.0,1000000.0
2021S05075350576.62,5350576.62,5350576.62,6824.0,1703.0,1600.0,128000.0,113000.0,0.14106583072100312,1375.0,225.0,1000000.0,16920.0,2360.0,1410.0,1000000.0
2021S05075350576.63,5350576.63,5350576.63,6577.0,1471.0,1455.0,141000.0,125000.0,0.0975609756097561,1295.0,140.0,1200000.0,25920.0,2900.0,2160.0,1200000.0
2021S05075350576.65,5350576.65,5350576.65,3054.0,800.0,780.0,114000.0,100000.0,0.1962025316455696,630.0,155.0,880000.0,30000.0,2440.0,2500.0,880000.0
2021S05075350576.66,5350576.66,5350576.66,6457.0,1469.0,1440.0,122000.0,108000.0,0.1314878892733564,1250.0,190.0,1000000.0,18000.0,2580.0,1500.0,1000000.0
2021S05075350576.68,5350576.68,5350576.68,4910.0,1236.0,1200.0,133000.0,119000.0,0.0995850622406639,1090.0,120.0,1200000.0,15600.0,2440.0,1300.0,1200000.0
2021S05075350576.69,5350576.69,5350576.69,5710.0,1346.0,1310.0,132000.0,119000.0,0.12359550561797752,1175.0,165.0,1000000.0,21120.0,2780.0,1760.0,1000000.0
2021S05075350576.73,5350576.73,5350576.73,2587.0,675.0,640.0,166000.0,139000.0,0.12878787878787878,580.0,85.0,2500000.0,19920.0,2860.0,1660.0,2500000.0
2021S05075350576.74,5350576.74,5350576.74,8511.0,1772.0,1735.0,148000.0,131000.0,0.055232558139534885,1625.0,95.0,1600000.0,20400.0,3720.0,1700.0,1600000.0
2021S05075350576.75,5350576.75,5350576.75,6421.0,1494.0,1480.0,151000.0,130000.0,0.05102040816326531,1395.0,75.0,1300000.0,16800.0,2680.0,1400.0,1300000.0
2021S05075350576.76,5350576.76,5350576.76,4803.0,1303.0,1275.0,135000.0,117000.0,0.06563706563706563,1210.0,85.0,1000000.0,25440.0,2060.0,2120.0,1000000.0
2021S05075350576.77,5350576.77,5350576.77,5196.0,1280.0,1250.0,136000.0,117000.0,0.06910569105691057,1145.0,85.0,1000000.0,29520.0,2620.0,2460.0,1000000.0
2021S05075350576.78,5350576.78,5350576.78,5212.0,1191.0,1160.0,126000.0,112000.0,0.15086206896551724,985.0,175.0,1000000.0,26640.0,2420.0,2220.0,1000000.0
2021S05075350576.79,5350576.79,5350576.79,2684.0,659.0,650.0,117000.0,106000.0,0.11538461538461539,575.0,75.0,960000.0,26400.0,2460.0,2200.0,960000.0
2021S05075350576.80,5350576.80,5350576.80,3248.0,892.0,870.0,122000.0,107000.0,0.08522727272727272,805.0,75.0,900000.0,21600.0,2460.0,1800.0,900000.0
2021S05075350576.81,5350576.81,5350576.81,4741.0,1196.0,1160.0,128000.0,112000.0,0.06521739130434782,1075.0,75.0,1000000.0,19680.0,2520.0,1640.0,1000000.0
2021S05075350576.82,5350576.82,5350576.82,5296.0,1173.0,1145.0,140000.0,123000.0,0.10087719298245613,1030.0,115.0,1200000.0,16800.0,2780.0,1400.0,1200000.0
2021S05075350576.83,5350576.83,5350576.83,2549.0,573.0,560.0,143000.0,127000.0,0.05357142857142857,530.0,30.0,1200000.0,20208.0,2560.0,,1200000.0
2021S05075350576.84,5350576.84,5350576.84,5595.0,1390.0,1360.0,118000.0,105000.0,0.17100371747211895,1115.0,230.0,1000000.0,31680.0,3020.0,2640.0,1000000.0
2021S05075350576.85,5350576.85,5350576.85,6827.0,1690.0,1635.0,120000.0,106000.0,0.1524390243902439,1390.0,250.0,980000.0,21120.0,2460.0,1760.0,980000.0
2021S05075350576.86,5350576.86,5350576.86,4443.0,1041.0,1005.0,132000.0,118000.0,0.09090909090909091,895.0,90.0,1000000.0,19200.0,2540.0,1600.0,1000000.0
2021S05075350576.87,5350576.87,5350576.87,4013.0,958.0,930.0,146000.0,128000.0,0.1111111111111111,835.0,105.0,1300000.0,16800.0,2880.0,1400.0,1300000.0
2021S05075350576.88,5350576.88,5350576.88,4353.0,969.0,955.0,128000.0,115000.0,0.0962566844919786,845.0,90.0,1000000.0,24000.0,2600.0,2000.0,1000000.0
2021S05075350576.89,5350576.89,5350576.89,3694.0,840.0,825.0,127000.0,113000.0,0.1,765.0,85.0,1000000.0,20880.0,2660.0,1740.0,1000000.0
2021S05075350576.90,5350576.90,5350576.90,3930.0,1108.0,1095.0,114000.0,101000.0,0.33031674208144796,740.0,365.0,1000000.0,14640.0,2680.0,1220.0,1000000.0
2021S05075350576.91,5350576.91,5350576.91,12629.0,3531.0,3395.0,140000.0,119000.0,0.16224188790560473,2835.0,550.0,1300000.0,27120.0,3180.0,2260.0,1300000.0
2021S05075350576.92,5350576.92,5350576.92,5764.0,2143.0,2095.0,93000.0,82000.0,0.11374407582938388,1870.0,240.0,800000.0,27120.0,1570.0,2260.0,800000.0
2021S05075350576.93,5350576.93,5350576.93,8477.0,2159.0,2090.0,114000.0,101000.0,0.14216867469879518,1780.0,295.0,870000.0,24240.0,2460.0,2020.0,870000.0
2021S05075350576.94,5350576.94,5350576.94,4490.0,1065.0,1050.0,124000.0,110000.0,0.14761904761904762,890.0,155.0,1000000.0,31440.0,2860.0,2620.0,1000000.0
2021S05075350576.95,5350576.95,5350576.95,4269.0,932.0,920.0,137000.0,120000.0,0.15873015873015872,795.0,150.0,1200000.0,30480.0,2900.0,2540.0,1200000.0
2021S05075350576.96,5350576.96,5350576.96,7097.0,1675.0,1645.0,125000.0,110000.0,0.12883435582822086,1420.0,210.0,1000000.0,24240.0,2640.0,2020.0,1000000.0
2021S05075350576.97,5350576.97,5350576.97,4351.0,978.0,960.0,131000.0,116000.0,0.10824742268041238,860.0,105.0,1000000.0,24000.0,2640.0,2000.0,1000000.0
2021S05075350576.98,5350576.98,5350576.98,29669.0,7928.0,7565.0,119000.0,104000.0,0.19215425531914893,6080.0,1445.0,1000000.0,31440.0,3140.0,2620.0,1000000.0
2021S05075350576.99,5350576.99,5350576.99,5773.0,1707.0,1600.0,120000.0,104000.0,0.2077922077922078,1220.0,320.0,900000.0,27840.0,2740.0,2320.0,900000.0
2021S05075350577.00,5350577.00,5350577.00,9294.0,2257.0,2210.0,130000.0,114000.0,0.19775280898876405,1795.0,440.0,1000000.0,29520.0,3000.0,2460.0,1000000.0
2021S05075350577.01,5350577.01,5350577.01,3270.0,829.0,815.0,131000.0,112000.0,0.14285714285714285,690.0,115.0,950000.0,24960.0,2340.0,2080.0,950000.0
2021S05075350577.02,5350577.02,5350577.02,5173.0,1209.0,1175.0,127000.0,113000.0,0.11814345991561181,1045.0,140.0,1000000.0,26400.0,2880.0,2200.0,1000000.0
2021S05075350577.03,5350577.03,5350577.03,6193.0,1392.0,1355.0,139000.0,123000.0,0.11956521739130435,1215.0,165.0,1200000.0,26880.0,2920.0,2240.0,1200000.0
2021S05075350577.04,5350577.04,5350577.04,6712.0,1577.0,1550.0,172000.0,145000.0,0.060126582278481014,1490.0,95.0,1500000.0,30960.0,3360.0,2580.0,1500000.0
2021S05075350577.05,5350577.05,5350577.05,5208.0,1291.0,1255.0,134000.0,117000.0,0.144,1070.0,180.0,1000000.0,28560.0,2820.0,2380.0,1000000.0
2021S05075350577.06,5350577.06,5350577.06,5823.0,1331.0,1305.0,158000.0,135000.0,0.09090909090909091,1200.0,120.0,1300000.0,22800.0,3060.0,1900.0,1300000.0
2021S05075350577.07,5350577.07,5350577.07,3726.0,937.0,910.0,122000.0,108000.0,0.10382513661202186,820.0,95.0,900000.0,21600.0,2420.0,1800.0,900000.0
2021S05075350577.08,5350577.08,5350577.08,4532.0,1160.0,1135.0,135000.0,118000.0,0.08928571428571429,1020.0,100.0,1000000.0,27600.0,2560.0,2300.0,1000000.0
2021S05075350577.09,5350577.09,5350577.09,3472.0,1049.0,1025.0,119000.0,103000.0,0.26108374384236455,755.0,265.0,830000.0,29520.0,2520.0,2460.0,830000.0
2021S05075350585.02,5350585.02,5350585.02,6275.0,1967.0,1870.0,125000.0,108000.0,0.10160427807486631,1685.0,190.0,1000000.0,26880.0,1940.0,2240.0,1000000.0
2021S05075350585.03,5350585.03,5350585.03,5493.0,2098.0,1950.0,118000.0,100000.0,0.1969309462915601,1565.0,385.0,900000.0,14520.0,1800.0,1210.0,900000.0
2021S05075350585.05,5350585.05,5350585.05,6882.0,2260.0,2210.0,141000.0,118000.0,0.06334841628959276,2070.0,140.0,1000000.0,24240.0,1960.0,2020.0,1000000.0
2021S05075350585.07,5350585.07,5350585.07,7842.0,2628.0,2485.0,142000.0,119000.0,0.08641975308641975,2210.0,210.0,1250000.0,19080.0,1940.0,1590.0,1250000.0
2021S05075350585.08,5350585.08,5350585.08,4020.0,1260.0,1225.0,174000.0,144000.0,0.03501945525291829,1240.0,45.0,1600000.0,17160.0,2100.0,1430.0,1600000.0
2021S05075350585.09,5350585.09,5350585.09,5872.0,2024.0,1980.0,124000.0,105000.0,0.10886075949367088,1760.0,215.0,1000000.0,18000.0,1470.0,1500.0,1000000.0
2021S05075350585.10,5350585.10,5350585.10,4628.0,1589.0,1510.0,124000.0,105000.0,0.09933774834437085,1360.0,150.0,930000.0,27840.0,1920.0,2320.0,930000.0
2021S05075350586.02,5350586.02,5350586.02,3032.0,1096.0,1010.0,115000.0,100000.0,0.16666666666666666,855.0,170.0,1300000.0,15360.0,1400.0,1280.0,1300000.0
2021S05075350586.03,5350586.03,5350586.03,4674.0,1289.0,1220.0,121000.0,107000.0,0.22406639004149378,935.0,270.0,1300000.0,24720.0,2740.0,2060.0,1300000.0
2021S05075350586.04,5350586.04,5350586.04,6588.0,1716.0,1700.0,134000.0,115000.0,0.09734513274336283,1535.0,165.0,1100000.0,18000.0,2780.0,1500.0,1100000.0
2021S05075350586.05,5350586.05,5350586.05,9563.0,2572.0,2535.0,138000.0,120000.0,0.05917159763313609,2385.0,150.0,1200000.0,30240.0,2600.0,2520.0,1200000.0
2021S05075350587.01,5350587.01,5350587.01,6072.0,2117.0,2015.0,145000.0,120000.0,0.08684863523573201,1840.0,175.0,1200000.0,16200.0,1500.0,1350.0,1200000.0
