ctuid,ct_code,GEO_NAME,population_2021,total_private_dwellings,total_households,median_household_income,median_aftertax_income,renter_share,owner_households,renter_households,home_price,annual_rent,median_monthly_shelter_owned,median_monthly_shelter_rented,median_dwelling_value
2021S05075350243.02,5350243.02,5350243.02,3793.0,1346.0,1310.0,79500.0,73500.0,0.49809885931558934,665.0,655.0,1000000.0,18000.0,990.0,1500.0,1000000.0
2021S05075350244.01,5350244.01,5350244.01,3663.0,1308.0,1265.0,93000.0,83000.0,0.3176470588235294,865.0,405.0,900000.0,16200.0,1560.0,1350.0,900000.0
2021S05075350244.02,5350244.02,5350244.02,5703.0,1989.0,1930.0,75000.0,69000.0,0.5324675324675324,900.0,1025.0,448000.0,15960.0,1620.0,1330.0,448000.0
2021S05075350245.00,5350245.00,5350245.00,7033.0,2811.0,2680.0,73500.0,67500.0,0.5609756097560976,1180.0,1495.0,850000.0,14520.0,1490.0,1210.0,850000.0
2021S05075350246.00,5350246.00,5350246.00,3345.0,1312.0,1260.0,85000.0,75500.0,0.36470588235294116,810.0,465.0,900000.0,12600.0,1430.0,1050.0,900000.0
2021S05075350247.01,5350247.01,5350247.01,9027.0,3172.0,3010.0,88000.0,77500.0,0.36046511627906974,1925.0,1085.0,800000.0,18480.0,1590.0,1540.0,800000.0
2021S05075350247.02,5350247.02,5350247.02,7213.0,2535.0,2435.0,94000.0,84000.0,0.2792607802874743,1755.0,680.0,900000.0,14520.0,1780.0,1210.0,900000.0
2021S05075350248.02,5350248.02,5350248.02,5538.0,1840.0,1775.0,62000.0,59600.0,0.6507042253521127,620.0,1155.0,695000.0,7200.0,1700.0,600.0,695000.0
2021S05075350248.03,5350248.03,5350248.03,2651.0,791.0,770.0,99000.0,91000.0,0.1910828025477707,635.0,150.0,700000.0,18000.0,1660.0,1500.0,700000.0
2021S05075350248.04,5350248.04,5350248.04,4945.0,1677.0,1575.0,88000.0,80000.0,0.4952681388012618,795.0,785.0,830000.0,15720.0,1330.0,1310.0,830000.0
2021S05075350248.05,5350248.05,5350248.05,4285.0,1389.0,1320.0,89000.0,81000.0,0.3204633204633205,880.0,415.0,800000.0,10800.0,1640.0,900.0,800000.0
2021S05075350249.01,5350249.01,5350249.01,4598.0,1422.0,1350.0,102000.0,89000.0,0.15613382899628253,1135.0,210.0,900000.0,12000.0,1450.0,1000.0,900000.0
2021S05075350249.03,5350249.03,5350249.03,5569.0,1671.0,1590.0,97000.0,88000.0,0.36477987421383645,1010.0,580.0,800000.0,19440.0,1780.0,1620.0,800000.0
2021S05075350249.04,5350249.04,5350249.04,2709.0,863.0,810.0,93000.0,84000.0,0.21604938271604937,635.0,175.0,900000.0,16920.0,1490.0,1410.0,900000.0
2021S05075350249.05,5350249.05,5350249.05,5606.0,1705.0,1620.0,72500.0,68000.0,0.7623456790123457,385.0,1235.0,520000.0,16200.0,1700.0,1350.0,520000.0
2021S05075350250.01,5350250.01,5350250.01,5047.0,1613.0,1495.0,87000.0,79000.0,0.3771043771043771,935.0,560.0,900000.0,16440.0,1500.0,1370.0,900000.0
2021S05075350250.02,5350250.02,5350250.02,4958.0,1825.0,1745.0,85000.0,76000.0,0.3789173789173789,1095.0,665.0,950000.0,14280.0,1560.0,1190.0,950000.0
2021S05075350250.04,5350250.04,5350250.04,5939.0,2077.0,1985.0,75500.0,70000.0,0.5954198473282443,795.0,1170.0,500000.0,17160.0,1680.0,1430.0,500000.0
2021S05075350250.05,5350250.05,5350250.05,7031.0,2283.0,2200.0,74000.0,68500.0,0.5914221218961625,910.0,1310.0,500000.0,17760.0,1660.0,1480.0,500000.0
2021S05075350260.01,5350260.01,5350260.01,6590.0,2432.0,2345.0,74000.0,67500.0,0.22077922077922077,1795.0,510.0,440000.0,19200.0,1410.0,1600.0,440000.0
2021S05075350260.04,5350260.04,5350260.04,3879.0,1499.0,1380.0,62400.0,59200.0,0.9819494584837545,30.0,1360.0,762560.0,15960.0,1050.0,1330.0,
2021S05075350260.05,5350260.05,5350260.05,4139.0,1387.0,1330.0,55200.0,52800.0,0.9809885931558935,25.0,1290.0,770112.0,14400.0,,1200.0,
2021S05075350260.06,5350260.06,5350260.06,4354.0,1784.0,1645.0,75500.0,68500.0,0.6948640483383686,505.0,1150.0,620000.0,16080.0,1960.0,1340.0,620000.0
2021S05075350260.07,5350260.07,5350260.07,3591.0,1530.0,1485.0,81000.0,72500.0,0.21241830065359477,1205.0,325.0,528000.0,21120.0,1450.0,1760.0,528000.0
2021S05075350261.00,5350261.00,5350261.00,5547.0,2301.0,2205.0,60800.0,56400.0,0.4512471655328798,1215.0,995.0,500000.0,6480.0,1450.0,540.0,500000.0
2021S05075350262.01,5350262.01,5350262.01,5848.0,2756.0,2645.0,67500.0,60400.0,0.6697936210131332,880.0,1785.0,650000.0,16200.0,1240.0,1350.0,650000.0
2021S05075350262.02,5350262.02,5350262.02,6252.0,2519.0,2425.0,75000.0,68000.0,0.6237006237006237,905.0,1500.0,1200000.0,15600.0,1010.0,1300.0,1200000.0
2021S05075350263.02,5350263.02,5350263.02,3873.0,1963.0,1865.0,90000.0,77500.0,0.3116531165311653,1275.0,575.0,800000.0,21600.0,1620.0,1800.0,800000.0
2021S05075350263.03,5350263.03,5350263.03,4635.0,2192.0,2090.0,80000.0,70500.0,0.60431654676259,835.0,1260.0,1000000.0,15480.0,1920.0,1290.0,1000000.0
2021S05075350263.04,5350263.04,5350263.04,6464.0,3614.0,3405.0,76000.0,66000.0,0.5722627737226277,1465.0,1960.0,600000.0,19920.0,1590.0,1660.0,600000.0
2021S05075350264.00,5350264.00,5350264.00,1260.0,470.0,415.0,226000.0,168000.0,0.11764705882352941,375.0,50.0,5000000.0,60960.0,3960.0,5080.0,5000000.0
2021S05075350265.00,5350265.00,5350265.00,5555.0,1889.0,1800.0,204000.0,160000.0,0.1349862258953168,1570.0,245.0,2500000.0,36000.0,2740.0,3000.0,2500000.0
2021S05075350266.00,5350266.00,5350266.00,3094.0,1159.0,1085.0,248000.0,184000.0,0.08490566037735849,970.0,90.0,4000000.0,34800.0,2900.0,2900.0,4000000.0
2021S05075350267.00,5350267.00,5350267.00,6042.0,2117.0,2035.0,157000.0,129000.0,0.16911764705882354,1695.0,345.0,2700000.0,20880.0,2120.0,1740.0,2700000.0
2021S05075350268.00,5350268.00,5350268.00,6458.0,2935.0,2825.0,96000.0,83000.0,0.2765957446808511,2035.0,780.0,1200000.0,16200.0,1330.0,1350.0,1200000.0
2021S05075350269.01,5350269.01,5350269.01,5284.0,2360.0,2220.0,72500.0,65500.0,0.852017937219731,330.0,1900.0,600000.0,19440.0,1960.0,1620.0,600000.0
2021S05075350269.02,5350269.02,5350269.02,2562.0,947.0,905.0,139000.0,118000.0,0.09944751381215469,805.0,90.0,1500000.0,30720.0,2020.0,2560.0,1500000.0
2021S05075350270.01,5350270.01,5350270.01,4763.0,1965.0,1880.0,85000.0,76000.0,0.648,660.0,1215.0,1000000.0,18840.0,1220.0,1570.0,1000000.0
2021S05075350270.02,5350270.02,5350270.02,4263.0,1632.0,1555.0,92000.0,80000.0,0.7307692307692307,420.0,1140.0,1500000.0,21360.0,1290.0,1780.0,1500000.0
2021S05075350271.01,5350271.01,5350271.01,2394.0,906.0,880.0,109000.0,95000.0,0.24293785310734464,665.0,215.0,1000000.0,17400.0,1380.0,1450.0,1000000.0
2021S05075350271.02,5350271.02,5350271.02,4724.0,1767.0,1710.0,84000.0,76000.0,0.7126099706744868,490.0,1215.0,1500000.0,17400.0,1180.0,1450.0,1500000.0
2021S05075350272.01,5350272.01,5350272.01,5945.0,2414.0,2320.0,71500.0,65500.0,0.8698481561822126,300.0,2005.0,850000.0,15600.0,1380.0,1300.0,850000.0
2021S05075350272.02,5350272.02,5350272.02,4623.0,1789.0,1725.0,90000.0,80000.0,0.16954022988505746,1445.0,295.0,800000.0,17640.0,1420.0,1470.0,800000.0
2021S05075350273.01,5350273.01,5350273.01,3703.0,1316.0,1245.0,151000.0,123000.0,0.19753086419753085,970.0,240.0,2500000.0,26880.0,2120.0,2240.0,2500000.0
2021S05075350273.02,5350273.02,5350273.02,4032.0,1528.0,1460.0,130000.0,108000.0,0.3187919463087248,1015.0,475.0,2300000.0,21360.0,1880.0,1780.0,2300000.0
2021S05075350274.01,5350274.01,5350274.01,4712.0,1800.0,1690.0,103000.0,90000.0,0.5045592705167173,820.0,830.0,2800000.0,19200.0,1800.0,1600.0,2800000.0
2021S05075350274.02,5350274.02,5350274.02,4558.0,2061.0,1945.0,107000.0,89000.0,0.3768844221105528,1240.0,750.0,1500000.0,21120.0,1900.0,1760.0,1500000.0
2021S05075350275.00,5350275.00,5350275.00,5567.0,2422.0,2295.0,139000.0,113000.0,0.36538461538461536,1485.0,855.0,2500000.0,19920.0,2240.0,1660.0,2500000.0
2021S05075350276.01,5350276.01,5350276.01,6317.0,2605.0,2490.0,105000.0,89000.0,0.3524590163934426,1575.0,860.0,2000000.0,15000.0,1660.0,1250.0,2000000.0
2021S05075350276.02,5350276.02,5350276.02,6567.0,2512.0,2355.0,164000.0,131000.0,0.2584745762711864,1750.0,610.0,2300000.0,17160.0,1800.0,1430.0,2300000.0
2021S05075350277.00,5350277.00,5350277.00,3925.0,1323.0,1195.0,170000.0,142000.0,0.27615062761506276,865.0,330.0,2500000.0,17760.0,2140.0,1480.0,2500000.0
2021S05075350278.00,5350278.00,5350278.00,7734.0,2972.0,2790.0,93000.0,83000.0,0.5148148148148148,1310.0,1390.0,1800000.0,16080.0,1640.0,1340.0,1800000.0
2021S05075350279.01,5350279.01,5350279.01,4135.0,1668.0,1565.0,91000.0,81000.0,0.3611111111111111,1035.0,585.0,1300000.0,18000.0,1020.0,1500.0,1300000.0
2021S05075350279.02,5350279.02,5350279.02,6140.0,2375.0,2260.0,74500.0,67000.0,0.4557522123893805,1230.0,1030.0,900000.0,15000.0,1150.0,1250.0,900000.0
2021S05075350280.00,5350280.00,5350280.00,7217.0,3002.0,2875.0,70000.0,63600.0,0.6539130434782608,990.0,1880.0,950000.0,15480.0,1040.0,1290.0,950000.0
2021S05075350281.01,5350281.01,5350281.01,6403.0,2333.0,2225.0,74000.0,68000.0,0.5033860045146726,1105.0,1115.0,900000.0,12720.0,1620.0,1060.0,900000.0
2021S05075350281.02,5350281.02,5350281.02,3921.0,1339.0,1295.0,79000.0,72500.0,0.5977011494252874,525.0,780.0,500000.0,16920.0,1620.0,1410.0,500000.0
2021S05075350282.00,5350282.00,5350282.00,4588.0,1676.0,1585.0,104000.0,90000.0,0.14511041009463724,1355.0,230.0,900000.0,19200.0,1270.0,1600.0,900000.0
2021S05075350283.01,5350283.01,5350283.01,5153.0,1927.0,1845.0,69000.0,63200.0,0.7180851063829787,530.0,1350.0,1000000.0,14160.0,1110.0,1180.0,1000000.0
2021S05075350283.02,5350283.02,5350283.02,4390.0,1768.0,1675.0,58400.0,55600.0,0.5152439024390244,795.0,845.0,1000000.0,6672.0,880.0,556.0,1000000.0
2021S05075350284.00,5350284.00,5350284.00,6762.0,2566.0,2405.0,81000.0,73000.0,0.5010309278350515,1220.0,1215.0,1000000.0,15480.0,880.0,1290.0,1000000.0
2021S05075350285.00,5350285.00,5350285.00,3278.0,1257.0,1195.0,86000.0,78500.0,0.3617021276595745,750.0,425.0,1000000.0,15120.0,1030.0,1260.0,1000000.0
2021S05075350286.00,5350286.00,5350286.00,6768.0,3230.0,3010.0,78000.0,68500.0,0.523728813559322,1405.0,1545.0,650000.0,20880.0,1760.0,1740.0,650000.0
2021S05075350287.02,5350287.02,5350287.02,6471.0,2392.0,2245.0,80000.0,72000.0,0.6688741721854304,745.0,1515.0,900000.0,15600.0,1210.0,1300.0,900000.0
2021S05075350287.03,5350287.03,5350287.03,2699.0,1236.0,1150.0,54800.0,50800.0,0.6371681415929203,410.0,720.0,572000.0,9300.0,1310.0,775.0,572000.0
2021S05075350287.04,5350287.04,5350287.04,4551.0,2059.0,1985.0,72000.0,64000.0,0.48668280871670705,1065.0,1005.0,900000.0,12720.0,1800.0,1060.0,900000.0
2021S05075350288.00,5350288.00,5350288.00,11027.0,4955.0,4610.0,83000.0,73500.0,0.49891540130151846,2310.0,2300.0,1000000.0,17400.0,1880.0,1450.0,1000000.0
2021S05075350289.00,5350289.00,5350289.00,4885.0,1921.0,1830.0,86000.0,75500.0,0.38461538461538464,1125.0,700.0,1000000.0,16560.0,1100.0,1380.0,1000000.0
2021S05075350290.01,5350290.01,5350290.01,3748.0,1530.0,1445.0,68000.0,61200.0,0.7167832167832168,400.0,1025.0,950000.0,13680.0,1010.0,1140.0,950000.0
2021S05075350290.02,5350290.02,5350290.02,1652.0,797.0,755.0,78000.0,67000.0,0.3096774193548387,530.0,240.0,500000.0,18960.0,1820.0,1580.0,500000.0
2021S05075350291.02,5350291.02,5350291.02,4881.0,2038.0,1930.0,68000.0,62400.0,0.5,965.0,965.0,1000000.0,12600.0,830.0,1050.0,1000000.0
2021S05075350291.03,5350291.03,5350291.03,2721.0,1154.0,1105.0,74500.0,67500.0,0.5357142857142857,525.0,600.0,900000.0,15840.0,870.0,1320.0,900000.0
2021S05075350291.04,5350291.04,5350291.04,1572.0,685.0,650.0,70500.0,62400.0,0.5967741935483871,250.0,370.0,900000.0,15000.0,1040.0,1250.0,900000.0
2021S05075350292.00,5350292.00,5350292.00,8580.0,2936.0,2790.0,79000.0,72500.0,0.517921146953405,1345.0,1445.0,850000.0,16440.0,2040.0,1370.0,850000.0
2021S05075350293.00,5350293.00,5350293.00,6808.0,2410.0,2325.0,99000.0,86000.0,0.2145922746781116,1830.0,500.0,900000.0,15600.0,1960.0,1300.0,900000.0
2021S05075350294.01,5350294.01,5350294.01,4177.0,1580.0,1525.0,76500.0,69500.0,0.6026490066225165,600.0,910.0,1000000.0,15120.0,850.0,1260.0,1000000.0
2021S05075350294.02,5350294.02,5350294.02,4449.0,1442.0,1385.0,91000.0,82000.0,0.176056338028169,1170.0,250.0,800000.0,12000.0,1460.0,1000.0,800000.0
2021S05075350295.00,5350295.00,5350295.00,5481.0,2030.0,1955.0,80000.0,72500.0,0.565989847715736,855.0,1115.0,900000.0,13800.0,1100.0,1150.0,900000.0
2021S05075350296.00,5350296.00,5350296.00,1744.0,689.0,655.0,105000.0,91000.0,0.42857142857142855,385.0,285.0,900000.0,25920.0,2640.0,2160.0,900000.0
2021S05075350297.01,5350297.01,5350297.01,7239.0,3069.0,2925.0,85000.0,76000.0,0.5247863247863248,1390.0,1535.0,800000.0,18480.0,1760.0,1540.0,800000.0
2021S05075350297.02,5350297.02,5350297.02,6646.0,2684.0,2545.0,97000.0,84000.0,0.37721021611001965,1590.0,960.0,1290000.0,18000.0,1740.0,1500.0,1290000.0
2021S05075350298.00,5350298.00,5350298.00,4561.0,1612.0,1535.0,121000.0,104000.0,0.46774193548387094,820.0,725.0,2000000.0,19080.0,2540.0,1590.0,2000000.0
2021S05075350299.01,5350299.01,5350299.01,6289.0,2375.0,2240.0,119000.0,102000.0,0.3624161073825503,1420.0,810.0,1900000.0,18720.0,1740.0,1560.0,1900000.0
2021S05075350299.02,5350299.02,5350299.02,5130.0,3025.0,2785.0,78500.0,68000.0,0.4720720720720721,1460.0,1310.0,700000.0,24720.0,1600.0,2060.0,700000.0
2021S05075350300.01,5350300.01,5350300.01,3850.0,2404.0,2140.0,69500.0,61200.0,0.5125858123569794,1065.0,1120.0,700000.0,24480.0,2020.0,2040.0,700000.0
2021S05075350300.02,5350300.02,5350300.02,7505.0,4136.0,3890.0,88000.0,75000.0,0.42002600780234073,2235.0,1615.0,645000.0,25680.0,2100.0,2140.0,645000.0
2021S05075350300.03,5350300.03,5350300.03,2448.0,1024.0,965.0,102000.0,87000.0,0.2538860103626943,720.0,245.0,1000000.0,20400.0,1300.0,1700.0,1000000.0
2021S05075350301.01,5350301.01,5350301.01,2863.0,1085.0,1055.0,104000.0,90000.0,0.4549763033175355,570.0,480.0,1500000.0,17160.0,1340.0,1430.0,1500000.0
2021S05075350301.03,5350301.03,5350301.03,8324.0,3779.0,3495.0,77000.0,67500.0,0.6771428571428572,1130.0,2370.0,600000.0,22800.0,1960.0,1900.0,600000.0
2021S05075350301.04,5350301.04,5350301.04,8766.0,4256.0,3960.0,76500.0,67000.0,0.5878634639696586,1635.0,2325.0,600000.0,22320.0,1920.0,1860.0,600000.0
2021S05075350302.01,5350302.01,5350302.01,6114.0,2409.0,2345.0,93000.0,82000.0,0.14957264957264957,1995.0,350.0,900000.0,20880.0,1110.0,1740.0,900000.0
2021S05075350302.02,5350302.02,5350302.02,5867.0,2068.0,1995.0,87000.0,78500.0,0.42493638676844786,1130.0,835.0,1000000.0,19080.0,1080.0,1590.0,1000000.0
2021S05075350302.03,5350302.03,5350302.03,3267.0,1187.0,1105.0,86000.0,78500.0,0.2599118942731278,840.0,295.0,950000.0,17400.0,1560.0,1450.0,950000.0
2021S05075350303.00,5350303.00,5350303.00,6080.0,2470.0,2290.0,75000.0,67500.0,0.7288888888888889,610.0,1640.0,800000.0,18120.0,1700.0,1510.0,800000.0
2021S05075350304.01,5350304.01,5350304.01,4404.0,1619.0,1575.0,75500.0,69000.0,0.8709677419354839,195.0,1350.0,755000.0,17880.0,1130.0,1490.0,755000.0
2021S05075350304.02,5350304.02,5350304.02,4595.0,1884.0,1815.0,111000.0,94000.0,0.1643835616438356,1525.0,300.0,1100000.0,27360.0,1270.0,2280.0,1100000.0
2021S05075350304.03,5350304.03,5350304.03,2484.0,868.0,850.0,116000.0,100000.0,0.18674698795180722,680.0,155.0,850000.0,30480.0,1760.0,2540.0,850000.0
2021S05075350304.04,5350304.04,5350304.04,3482.0,1412.0,1320.0,76500.0,69000.0,0.846441947565543,205.0,1130.0,695000.0,19440.0,1680.0,1620.0,695000.0
2021S05075350304.05,5350304.05,5350304.05,2686.0,1111.0,1065.0,89000.0,78500.0,0.14414414414414414,950.0,160.0,870000.0,28800.0,1510.0,2400.0,870000.0
2021S05075350304.06,5350304.06,5350304.06,5725.0,2232.0,2165.0,85000.0,75500.0,0.21658986175115208,1700.0,470.0,700000.0,22560.0,1440.0,1880.0,700000.0
2021S05075350305.01,5350305.01,5350305.01,4421.0,1674.0,1600.0,132000.0,111000.0,0.12618296529968454,1385.0,200.0,2000000.0,34800.0,1620.0,2900.0,2000000.0
2021S05075350305.03,5350305.03,5350305.03,4766.0,2300.0,2130.0,86000.0,74500.0,0.6018518518518519,855.0,1300.0,1000000.0,23280.0,1960.0,1940.0,1000000.0
2021S05075350305.05,5350305.05,5350305.05,6580.0,3689.0,3430.0,75500.0,65000.0,0.4154929577464789,2075.0,1475.0,600000.0,22320.0,1780.0,1860.0,600000.0
2021S05075350305.06,5350305.06,5350305.06,4366.0,2775.0,2450.0,69000.0,61200.0,0.4699570815450644,1230.0,1095.0,600000.0,23520.0,2160.0,1960.0,600000.0
2021S05075350306.01,5350306.01,5350306.01,4612.0,1601.0,1510.0,95000.0,85000.0,0.2508250825082508,1140.0,380.0,2000000.0,12000.0,1860.0,1000.0,2000000.0
2021S05075350306.02,5350306.02,5350306.02,4686.0,1846.0,1720.0,104000.0,89000.0,0.2046783625730994,1360.0,350.0,2000000.0,25200.0,1700.0,2100.0,2000000.0
2021S05075350307.03,5350307.03,5350307.03,4957.0,2546.0,2340.0,69000.0,62000.0,0.4231578947368421,1370.0,1005.0,700000.0,25200.0,1470.0,2100.0,700000.0
2021S05075350307.04,5350307.04,5350307.04,6919.0,3889.0,3385.0,79000.0,68000.0,0.5283582089552239,1580.0,1770.0,700000.0,22560.0,1700.0,1880.0,700000.0
2021S05075350307.05,5350307.05,5350307.05,3365.0,2032.0,1870.0,68000.0,60000.0,0.44986449864498645,1020.0,830.0,552000.0,22080.0,1640.0,1840.0,552000.0
2021S05075350307.06,5350307.06,5350307.06,5057.0,2412.0,2250.0,76000.0,66500.0,0.3392070484581498,1505.0,770.0,710000.0,26400.0,1660.0,2200.0,710000.0
2021S05075350307.07,5350307.07,5350307.07,6216.0,2569.0,2385.0,90000.0,79000.0,0.4054621848739496,1415.0,965.0,1600000.0,24960.0,1660.0,2080.0,1600000.0
2021S05075350308.02,5350308.02,5350308.02,4327.0,1680.0,1575.0,105000.0,90000.0,0.2610062893081761,1175.0,415.0,1510000.0,22320.0,1540.0,1860.0,1510000.0
2021S05075350308.03,5350308.03,5350308.03,1115.0,411.0,385.0,137000.0,113000.0,0.21333333333333335,295.0,80.0,1800000.0,30960.0,1580.0,2580.0,1800000.0
2021S05075350308.05,5350308.05,5350308.05,2386.0,894.0,855.0,108000.0,94000.0,0.19298245614035087,690.0,165.0,1500000.0,19920.0,1900.0,1660.0,1500000.0
2021S05075350308.06,5350308.06,5350308.06,5585.0,3016.0,2845.0,68500.0,60800.0,0.4088495575221239,1670.0,1155.0,650000.0,22800.0,1800.0,1900.0,650000.0
2021S05075350308.07,5350308.07,5350308.07,3797.0,2360.0,2170.0,56000.0,50400.0,0.6164383561643836,840.0,1350.0,700000.0,20640.0,1940.0,1720.0,700000.0
2021S05075350309.00,5350309.00,5350309.00,6361.0,2442.0,2295.0,76500.0,70000.0,0.8733624454148472,285.0,2000.0,800000.0,17760.0,1820.0,1480.0,800000.0
2021S05075350310.01,5350310.01,5350310.01,3609.0,1275.0,1215.0,121000.0,105000.0,0.21666666666666667,940.0,260.0,1400000.0,18480.0,1700.0,1540.0,1400000.0
2021S05075350310.02,5350310.02,5350310.02,5328.0,2017.0,1920.0,88000.0,78500.0,0.5077319587628866,955.0,985.0,1300000.0,16920.0,1070.0,1410.0,1300000.0
2021S05075350311.02,5350311.02,5350311.02,6010.0,2312.0,2220.0,71500.0,66000.0,0.5518018018018018,995.0,1225.0,850000.0,14400.0,1520.0,1200.0,850000.0
2021S05075350311.03,5350311.03,5350311.03,2672.0,904.0,875.0,84000.0,76000.0,0.29310344827586204,615.0,255.0,950000.0,15120.0,750.0,1260.0,950000.0
2021S05075350311.04,5350311.04,5350311.04,6517.0,2226.0,2160.0,81000.0,73500.0,0.4976851851851852,1080.0,1075.0,800000.0,15960.0,920.0,1330.0,800000.0
2021S05075350311.05,5350311.05,5350311.05,6698.0,2666.0,2440.0,75000.0,68000.0,0.5967741935483871,1000.0,1480.0,500000.0,16080.0,1740.0,1340.0,500000.0
2021S05075350311.06,5350311.06,5350311.06,6660.0,2996.0,2655.0,73500.0,65500.0,0.5706106870229007,1125.0,1495.0,650000.0,16560.0,2060.0,1380.0,650000.0
2021S05075350312.02,5350312.02,5350312.02,3505.0,1180.0,1125.0,75000.0,69500.0,0.3893805309734513,685.0,440.0,600000.0,14880.0,1360.0,1240.0,600000.0
2021S05075350312.03,5350312.03,5350312.03,6374.0,2210.0,2115.0,76500.0,70500.0,0.5058548009367682,1055.0,1080.0,850000.0,15600.0,1200.0,1300.0,850000.0
2021S05075350312.04,5350312.04,5350312.04,5234.0,1705.0,1620.0,68000.0,64500.0,0.603125,630.0,965.0,800000.0,14400.0,880.0,1200.0,800000.0
2021S05075350312.05,5350312.05,5350312.05,3685.0,1306.0,1270.0,58800.0,56000.0,0.8110236220472441,240.0,1030.0,500000.0,14160.0,1200.0,1180.0,500000.0
2021S05075350312.06,5350312.06,5350312.06,3415.0,1103.0,1055.0,75000.0,70000.0,0.4258373205741627,595.0,445.0,800000.0,14400.0,1520.0,1200.0,800000.0
2021S05075350312.07,5350312.07,5350312.07,3535.0,1486.0,1430.0,54800.0,52000.0,0.4306049822064057,800.0,605.0,900000.0,6768.0,810.0,564.0,900000.0
2021S05075350313.00,5350313.00,5350313.00,5554.0,1894.0,1825.0,85000.0,77000.0,0.3506849315068493,1185.0,640.0,800000.0,15600.0,1600.0,1300.0,800000.0
2021S05075350314.01,5350314.01,5350314.01,6275.0,2356.0,2265.0,66500.0,61600.0,0.8672566371681416,305.0,1960.0,500000.0,15600.0,1470.0,1300.0,500000.0
2021S05075350314.02,5350314.02,5350314.02,5130.0,1666.0,1585.0,86000.0,77500.0,0.29559748427672955,1115.0,470.0,800000.0,14520.0,1600.0,1210.0,800000.0
2021S05075350315.01,5350315.01,5350315.01,3267.0,1207.0,1110.0,95000.0,84000.0,0.10909090909090909,980.0,120.0,900000.0,18000.0,920.0,1500.0,900000.0
2021S05075350315.02,5350315.02,5350315.02,3365.0,1137.0,1060.0,69500.0,65000.0,0.3482587064676617,655.0,350.0,700000.0,15480.0,1460.0,1290.0,700000.0
2021S05075350315.03,5350315.03,5350315.03,5562.0,1907.0,1760.0,78500.0,72500.0,0.34794520547945207,1185.0,635.0,850000.0,16800.0,1160.0,1400.0,850000.0
2021S05075350316.01,5350316.01,5350316.01,3970.0,1277.0,1215.0,83000.0,76000.0,0.1625,1000.0,195.0,850000.0,16560.0,930.0,1380.0,850000.0
2021S05075350316.03,5350316.03,5350316.03,5761.0,2034.0,1930.0,65500.0,60800.0,0.9270833333333334,135.0,1780.0,600000.0,15480.0,1620.0,1290.0,600000.0
2021S05075350316.04,5350316.04,5350316.04,4105.0,1763.0,1645.0,50000.0,47600.0,0.7283582089552239,450.0,1220.0,300000.0,10440.0,1030.0,870.0,300000.0
2021S05075350316.05,5350316.05,5350316.05,4104.0,1417.0,1350.0,70500.0,65500.0,0.718978102189781,385.0,985.0,600000.0,16800.0,1000.0,1400.0,600000.0
2021S05075350316.06,5350316.06,5350316.06,3367.0,1139.0,1085.0,63600.0,60400.0,0.6431924882629108,385.0,685.0,532000.0,9360.0,1160.0,780.0,532000.0
2021S05075350317.02,5350317.02,5350317.02,7242.0,3415.0,3225.0,59200.0,54000.0,0.7129629629629629,925.0,2310.0,600000.0,17880.0,1330.0,1490.0,600000.0
2021S05075350317.03,5350317.03,5350317.03,3531.0,1253.0,1225.0,106000.0,93000.0,0.25206611570247933,905.0,305.0,1000000.0,20400.0,1110.0,1700.0,1000000.0
2021S05075350317.04,5350317.04,5350317.04,6731.0,2615.0,2505.0,80000.0,72500.0,0.4750499001996008,1320.0,1190.0,600000.0,20400.0,1860.0,1700.0,600000.0
2021S05075350317.05,5350317.05,5350317.05,2162.0,830.0,800.0,88000.0,79000.0,0.2893081761006289,570.0,230.0,850000.0,12000.0,1580.0,1000.0,850000.0
2021S05075350318.01,5350318.01,5350318.01,4762.0,1806.0,1705.0,93000.0,82000.0,0.38235294117647056,1050.0,650.0,1300000.0,18240.0,1740.0,1520.0,1300000.0
2021S05075350318.02,5350318.02,5350318.02,4137.0,1939.0,1805.0,72500.0,65500.0,0.5817174515235457,755.0,1050.0,750000.0,22320.0,1860.0,1860.0,750000.0
2021S05075350319.00,5350319.00,5350319.00,4099.0,1595.0,1510.0,82000.0,73500.0,0.37209302325581395,940.0,560.0,1500000.0,19920.0,1210.0,1660.0,1500000.0
2021S05075350320.01,5350320.01,5350320.01,5178.0,2111.0,2020.0,65000.0,59600.0,0.7086419753086419,595.0,1435.0,1000000.0,16920.0,1620.0,1410.0,1000000.0
2021S05075350320.02,5350320.02,5350320.02,5802.0,2123.0,2055.0,81000.0,73000.0,0.4121951219512195,1205.0,845.0,700000.0,19920.0,1050.0,1660.0,700000.0
2021S05075350321.01,5350321.01,5350321.01,3808.0,1359.0,1280.0,103000.0,91000.0,0.21912350597609562,980.0,275.0,1800000.0,22080.0,1560.0,1840.0,1800000.0
2021S05075350321.02,5350321.02,5350321.02,3879.0,1541.0,1440.0,85000.0,76000.0,0.41638225255972694,860.0,610.0,1800000.0,18840.0,1740.0,1570.0,1800000.0
2021S05075350322.01,5350322.01,5350322.01,4495.0,2366.0,2190.0,70000.0,62000.0,0.4340909090909091,1240.0,955.0,600000.0,24000.0,1700.0,2000.0,600000.0
2021S05075350322.02,5350322.02,5350322.02,3814.0,1326.0,1245.0,78000.0,69000.0,0.39759036144578314,745.0,495.0,1600000.0,10320.0,1700.0,860.0,1600000.0
