ctuid,ct_code,GEO_NAME,population_2021,total_private_dwellings,total_households,median_household_income,median_aftertax_income,renter_share,owner_households,renter_households,home_price,annual_rent,median_monthly_shelter_owned,median_monthly_shelter_rented,median_dwelling_value,population_2016,occupied_dwellings_2016,median_household_income_2016,renter_share_2016,home_price_2016,annual_rent_2016,units_2021,units_2016,delta_units,income_growth,rent_growth,home_price_growth,renter_share_change,dev_occurred
2021S05075350576.29,5350576.29,5350576.29,4160.0,1152.0,1125.0,118000.0,103000.0,0.10572687224669604,1015.0,120.0,800000.0,14520.0,2240.0,1210.0,800000.0,4136.0,1133.0,91392.0,0.09090909090909091,450060.0,19848.0,1152.0,1133.0,19.0,0.2911414565826331,-0.26844014510278114,0.7775407723414656,0.014817781337605127,1
2021S05075350576.31,5350576.31,5350576.31,3726.0,1181.0,1160.0,139000.0,118000.0,0.10775862068965517,1040.0,125.0,1000000.0,10560.0,2160.0,880.0,1000000.0,3786.0,1160.0,124608.0,0.09871244635193133,601323.0,9600.0,1181.0,1160.0,21.0,0.11549820236260915,0.1,0.662999752213037,0.009046174337723839,1
2021S05075350576.33,5350576.33,5350576.33,2624.0,814.0,795.0,125000.0,107000.0,0.08024691358024691,745.0,65.0,900000.0,16920.0,1960.0,1410.0,900000.0,2518.0,793.0,108459.0,0.049689440993788817,501685.0,14736.0,814.0,793.0,21.0,0.15250924312412986,0.1482084690553746,0.7939543737604273,0.030557472586458093,1
2021S05075350576.34,5350576.34,5350576.34,5987.0,1724.0,1655.0,117000.0,102000.0,0.10975609756097561,1460.0,180.0,850000.0,25920.0,2260.0,2160.0,850000.0,6067.0,1677.0,92885.0,0.10810810810810811,499719.0,21000.0,1724.0,1677.0,47.0,0.2596221133659902,0.2342857142857143,0.700955937236727,0.001647989452867496,1
2021S05075350576.43,5350576.43,5350576.43,6487.0,1751.0,1720.0,122000.0,106000.0,0.11403508771929824,1515.0,195.0,900000.0,20880.0,2420.0,1740.0,900000.0,6463.0,1701.0,95462.0,0.09734513274336283,549178.0,18204.0,1751.0,1701.0,50.0,0.27799543273763383,0.14700065919578115,0.6388129167592292,0.01668995497593541,1
2021S05075350576.44,5350576.44,5350576.44,2727.0,736.0,725.0,130000.0,113000.0,0.08053691275167785,685.0,60.0,950000.0,18000.0,2360.0,1500.0,950000.0,2784.0,730.0,104448.0,0.061224489795918366,551059.0,12036.0,736.0,730.0,6.0,0.24463848039215685,0.4955134596211366,0.7239533334906063,0.01931242295575948,0
2021S05075350576.45,5350576.45,5350576.45,2816.0,714.0,695.0,119000.0,108000.0,0.09859154929577464,640.0,70.0,1000000.0,16800.0,2380.0,1400.0,1000000.0,2929.0,703.0,93888.0,0.11764705882352941,600104.0,22380.0,714.0,703.0,11.0,0.26746762099522836,-0.24932975871313673,0.6663778278431739,-0.01905550952775477,1
2021S05075350576.46,5350576.46,5350576.46,5286.0,1372.0,1345.0,112000.0,101000.0,0.14232209737827714,1145.0,190.0,900000.0,15600.0,2160.0,1300.0,900000.0,5318.0,1334.0,86528.0,0.0996309963099631,500650.0,11448.0,1372.0,1334.0,38.0,0.2943786982248521,0.36268343815513626,0.7976630380505343,0.042691101068314044,1
2021S05075350576.47,5350576.47,5350576.47,4274.0,947.0,925.0,166000.0,142000.0,0.06666666666666667,840.0,60.0,1510000.0,22800.0,3080.0,1900.0,1510000.0,4062.0,873.0,128256.0,0.052941176470588235,897760.0,12024.0,947.0,873.0,74.0,0.2942864271457086,0.8962075848303394,0.6819639992871146,0.013725490196078431,1
2021S05075350576.49,5350576.49,5350576.49,5144.0,1336.0,1310.0,120000.0,106000.0,0.11196911196911197,1155.0,145.0,950000.0,22800.0,2400.0,1900.0,950000.0,6039.0,1534.0,94878.0,0.11551155115511551,552774.0,21696.0,1336.0,1534.0,-198.0,0.2647821412761652,0.05088495575221239,0.7186047100623402,-0.0035424391860035404,0
2021S05075350576.50,5350576.50,5350576.50,6726.0,1719.0,1690.0,125000.0,110000.0,0.08823529411764706,1550.0,150.0,930000.0,25920.0,2400.0,2160.0,930000.0,6735.0,1667.0,97952.0,0.06231454005934718,539767.0,18852.0,1719.0,1667.0,52.0,0.27613524991832733,0.37492043284532145,0.722965649993423,0.025920754058299883,1
2021S05075350576.52,5350576.52,5350576.52,5738.0,1493.0,1460.0,124000.0,108000.0,0.1040268456375839,1335.0,155.0,950000.0,24480.0,2480.0,2040.0,950000.0,5871.0,1462.0,97382.0,0.08813559322033898,550843.0,19344.0,1493.0,1462.0,31.0,0.27333593477233986,0.2655086848635236,0.724629340846666,0.015891252417244914,1
2021S05075350576.53,5350576.53,5350576.53,4365.0,1125.0,1095.0,125000.0,108000.0,0.1308411214953271,930.0,140.0,900000.0,25920.0,2520.0,2160.0,900000.0,4441.0,1107.0,97365.0,0.0867579908675799,500902.0,18012.0,1125.0,1107.0,18.0,0.2838288912853695,0.4390406395736176,0.7967586474000903,0.044083130627747186,1
2021S05075350576.54,5350576.54,5350576.54,5729.0,1529.0,1495.0,112000.0,99000.0,0.19205298013245034,1215.0,290.0,950000.0,22080.0,2540.0,1840.0,950000.0,4682.0,1065.0,99584.0,0.047619047619047616,601509.0,19296.0,1529.0,1065.0,464.0,0.12467866323907455,0.14427860696517414,0.5793612398151982,0.14443393251340272,1
2021S05075350576.55,5350576.55,5350576.55,6734.0,1534.0,1500.0,126000.0,112000.0,0.09666666666666666,1350.0,145.0,1000000.0,16200.0,2620.0,1350.0,1000000.0,6800.0,1475.0,100139.0,0.06779661016949153,636567.0,10188.0,1534.0,1475.0,59.0,0.2582510310668171,0.5901060070671378,0.5709265481873864,0.02887005649717514,1
2021S05075350576.57,5350576.57,5350576.57,4141.0,1350.0,1310.0,95000.0,83000.0,0.11877394636015326,1150.0,155.0,700000.0,22320.0,2040.0,1860.0,700000.0,3505.0,1058.0,79872.0,0.08056872037914692,598320.0,15612.0,1350.0,1058.0,292.0,0.18940304487179488,0.4296694850115296,0.16994250568257788,0.03820522598100634,1
2021S05075350576.59,5350576.59,5350576.59,6394.0,1599.0,1530.0,120000.0,106000.0,0.11437908496732026,1360.0,175.0,1000000.0,14520.0,2480.0,1210.0,1000000.0,6551.0,1501.0,93300.0,0.10299003322259136,599156.0,11400.0,1599.0,1501.0,98.0,0.2861736334405145,0.2736842105263158,0.6690144136084759,0.0113890517447289,1
2021S05075350576.62,5350576.62,5350576.62,6824.0,1703.0,1600.0,128000.0,113000.0,0.14106583072100312,1375.0,225.0,1000000.0,16920.0,2360.0,1410.0,1000000.0,7013.0,1564.0,94037.0,0.13694267515923567,647918.0,10572.0,1703.0,1564.0,139.0,0.36116634941565556,0.6004540295119183,0.543405183989332,0.004123155561767455,1
2021S05075350576.63,5350576.63,5350576.63,6577.0,1471.0,1455.0,141000.0,125000.0,0.0975609756097561,1295.0,140.0,1200000.0,25920.0,2900.0,2160.0,1200000.0,6183.0,1345.0,108467.0,0.08363636363636363,800530.0,24012.0,1471.0,1345.0,126.0,0.299934542303189,0.07946026986506746,0.49900690792350066,0.013924611973392467,1
2021S05075350576.65,5350576.65,5350576.65,3054.0,800.0,780.0,114000.0,100000.0,0.1962025316455696,630.0,155.0,880000.0,30000.0,2440.0,2500.0,880000.0,2364.0,598.0,86016.0,0.19491525423728814,518544.0,21948.0,800.0,598.0,202.0,0.32533482142857145,0.36686714051394204,0.6970594587923108,0.0012872774082814675,1
2021S05075350576.66,5350576.66,5350576.66,6457.0,1469.0,1440.0,122000.0,108000.0,0.1314878892733564,1250.0,190.0,1000000.0,18000.0,2580.0,1500.0,1000000.0,6608.0,1415.0,95974.0,0.07420494699646643,649251.0,12012.0,1469.0,1415.0,54.0,0.2711776106028716,0.4985014985014985,0.5402363646725227,0.05728294227688996,1
2021S05075350576.68,5350576.68,5350576.68,4910.0,1236.0,1200.0,133000.0,119000.0,0.0995850622406639,1090.0,120.0,1200000.0,15600.0,2440.0,1300.0,1200000.0,5096.0,1197.0,109312.0,0.08085106382978724,699290.0,17952.0,1236.0,1197.0,39.0,0.21670081967213115,-0.13101604278074866,0.7160262552017046,0.018733998410876654,1
2021S05075350576.69,5350576.69,5350576.69,5710.0,1346.0,1310.0,132000.0,119000.0,0.12359550561797752,1175.0,165.0,1000000.0,21120.0,2780.0,1760.0,1000000.0,5665.0,1281.0,100288.0,0.07954545454545454,699174.0,22008.0,1346.0,1281.0,65.0,0.3162093171665603,-0.04034896401308615,0.43025913434996155,0.04405005107252298,1
2021S05075350585.02,5350585.02,5350585.02,6275.0,1967.0,1870.0,125000.0,108000.0,0.10160427807486631,1685.0,190.0,1000000.0,26880.0,1940.0,2240.0,1000000.0,6180.0,1873.0,105088.0,0.07466666666666667,648457.0,20184.0,1967.0,1873.0,94.0,0.18947929354445797,0.33174791914387636,0.5421222995510881,0.02693761140819964,1
2021S05075350585.03,5350585.03,5350585.03,5493.0,2098.0,1950.0,118000.0,100000.0,0.1969309462915601,1565.0,385.0,900000.0,14520.0,1800.0,1210.0,900000.0,5451.0,1912.0,96768.0,0.17754569190600522,598915.0,15012.0,2098.0,1912.0,186.0,0.21941137566137567,-0.032773780975219824,0.5027174139902991,0.019385254385554884,1
2021S05075350585.05,5350585.05,5350585.05,6882.0,2260.0,2210.0,141000.0,118000.0,0.06334841628959276,2070.0,140.0,1000000.0,24240.0,1960.0,2020.0,1000000.0,7211.0,2272.0,119966.0,0.06167400881057269,600791.0,15588.0,2260.0,2272.0,-12.0,0.17533301101978893,0.5550423402617398,0.6644723373019902,0.0016744074790200694,0
2021S05075350585.07,5350585.07,5350585.07,7842.0,2628.0,2485.0,142000.0,119000.0,0.08641975308641975,2210.0,210.0,1250000.0,19080.0,1940.0,1590.0,1250000.0,7011.0,2323.0,119040.0,0.08836206896551724,750348.0,10224.0,2628.0,2323.0,305.0,0.1928763440860215,0.8661971830985915,0.6658936919935816,-0.0019423158790974893,1
2021S05075350585.08,5350585.08,5350585.08,4020.0,1260.0,1225.0,174000.0,144000.0,0.03501945525291829,1240.0,45.0,1600000.0,17160.0,2100.0,1430.0,1600000.0,3829.0,1183.0,145792.0,0.046413502109704644,947004.0,18372.0,1260.0,1183.0,77.0,0.1934811237928007,-0.0659699542782495,0.6895387981465759,-0.011394046856786355,1
2021S05075350585.09,5350585.09,5350585.09,5872.0,2024.0,1980.0,124000.0,105000.0,0.10886075949367088,1760.0,215.0,1000000.0,18000.0,1470.0,1500.0,1000000.0,5761.0,1843.0,113315.0,0.09116022099447514,648548.0,16884.0,2024.0,1843.0,181.0,0.0942946653135066,0.06609808102345416,0.5419059190684421,0.017700538499195742,1
2021S05075350585.10,5350585.10,5350585.10,4628.0,1589.0,1510.0,124000.0,105000.0,0.09933774834437085,1360.0,150.0,930000.0,27840.0,1920.0,2320.0,930000.0,4112.0,1283.0,100754.0,0.08333333333333333,600249.0,22296.0,1589.0,1283.0,306.0,0.2307203684220974,0.24865446716899892,0.5493570168380122,0.016004415011037526,1
2021S05075350586.02,5350586.02,5350586.02,3032.0,1096.0,1010.0,115000.0,100000.0,0.16666666666666666,855.0,170.0,1300000.0,15360.0,1400.0,1280.0,1300000.0,2894.0,1004.0,102997.0,0.15873015873015872,751018.0,12036.0,1096.0,1004.0,92.0,0.11653737487499635,0.2761714855433699,0.7309838113067862,0.007936507936507936,1
2021S05075350587.01,5350587.01,5350587.01,6072.0,2117.0,2015.0,145000.0,120000.0,0.08684863523573201,1840.0,175.0,1200000.0,16200.0,1500.0,1350.0,1200000.0,5966.0,1990.0,125440.0,0.08793969849246232,749739.0,13752.0,2117.0,1990.0,127.0,0.15593112244897958,0.17801047120418848,0.6005569938338542,-0.001091063256730307,1
2021S05075350587.02,5350587.02,5350587.02,5640.0,2179.0,1985.0,135000.0,114000.0,0.12814070351758794,1730.0,255.0,1100000.0,18960.0,1700.0,1580.0,1100000.0,5525.0,1978.0,116480.0,0.1240506329113924,650816.0,11388.0,2179.0,1978.0,201.0,0.15899725274725274,0.6649104320337197,0.6901858589831842,0.004090070606195539,1
2021S05075350590.00,5350590.00,5350590.00,5041.0,2275.0,2200.0,77000.0,67500.0,0.3931818181818182,1335.0,865.0,650000.0,14160.0,1560.0,1180.0,650000.0,4966.0,2144.0,63360.0,0.3864168618266979,348405.0,12012.0,2275.0,2144.0,131.0,0.2152777777777778,0.17882117882117882,0.8656448673239477,0.006764956355120311,1
2021S05075350591.01,5350591.01,5350591.01,5602.0,1884.0,1855.0,123000.0,104000.0,0.1105121293800539,1650.0,205.0,750000.0,25680.0,2000.0,2140.0,750000.0,5442.0,1803.0,101916.0,0.06388888888888888,400978.0,20316.0,1884.0,1803.0,81.0,0.20687625103026022,0.2640283520378027,0.8704268064582097,0.04662324049116502,1
2021S05075350591.02,5350591.02,5350591.02,5314.0,1875.0,1840.0,108000.0,95000.0,0.16847826086956522,1525.0,310.0,700000.0,19680.0,1840.0,1640.0,700000.0,5026.0,1722.0,88576.0,0.1440922190201729,375898.0,17412.0,1875.0,1722.0,153.0,0.21929190751445088,0.1302549965541006,0.862207300916738,0.024386041849392304,1
2021S05075350592.01,5350592.01,5350592.01,6839.0,2880.0,2795.0,83000.0,73500.0,0.3953488372093023,1690.0,1105.0,750000.0,15000.0,1920.0,1250.0,750000.0,6874.0,2775.0,67840.0,0.3963963963963964,400376.0,13200.0,2880.0,2775.0,105.0,0.22346698113207547,0.13636363636363635,0.8732391551941175,-0.0010475591870940937,1
2021S05075350592.02,5350592.02,5350592.02,7371.0,2394.0,2370.0,131000.0,110000.0,0.08438818565400844,2170.0,200.0,800000.0,24240.0,2100.0,2020.0,800000.0,6592.0,2121.0,112102.0,0.05660377358490566,449468.0,20736.0,2394.0,2121.0,273.0,0.16857861590337372,0.16898148148148148,0.7798819938238095,0.027784412069102774,1
2021S05075350600.01,5350600.01,5350600.01,6273.0,2075.0,2030.0,184000.0,148000.0,0.07881773399014778,1870.0,160.0,1800000.0,43200.0,2120.0,3600.0,1800000.0,6302.0,2028.0,178469.0,0.03950617283950617,1197121.0,35172.0,2075.0,2028.0,47.0,0.030991376653648532,0.22824974411463664,0.503607404765266,0.03931156115064161,1
2021S05075350600.02,5350600.02,5350600.02,6756.0,2119.0,2090.0,144000.0,121000.0,0.10287081339712918,1880.0,215.0,1350000.0,19920.0,1570.0,1660.0,1350000.0,7016.0,2102.0,130048.0,0.0688836104513064,850270.0,15576.0,2119.0,2102.0,17.0,0.10728346456692914,0.27889060092449924,0.587730956049255,0.033987202945822775,1
2021S05075350601.00,5350601.00,5350601.00,4159.0,1341.0,1295.0,214000.0,168000.0,0.1111111111111111,1160.0,145.0,2780000.0,51840.0,3600.0,4320.0,2780000.0,4115.0,1282.0,210944.0,0.047058823529411764,1698114.0,27480.0,1341.0,1282.0,59.0,0.014487257281553399,0.8864628820960698,0.6371103471262825,0.06405228758169934,1
2021S05075350602.00,5350602.00,5350602.00,4851.0,1829.0,1755.0,170000.0,135000.0,0.15472779369627507,1470.0,270.0,2300000.0,20880.0,2080.0,1740.0,2300000.0,4898.0,1749.0,151918.0,0.1875,1502429.0,18012.0,1829.0,1749.0,80.0,0.1190247370291868,0.15922718187874751,0.5308543698237986,-0.03277220630372493,1
2021S05075350603.00,5350603.00,5350603.00,5790.0,3052.0,2880.0,69500.0,61200.0,0.672945205479452,950.0,1965.0,900000.0,17520.0,1680.0,1460.0,900000.0,4999.0,2524.0,53271.0,0.7058823529411765,648326.0,14460.0,3052.0,2524.0,528.0,0.304649809464812,0.21161825726141079,0.3881905090957327,-0.03293714746172449,1
2021S05075350604.00,5350604.00,5350604.00,2382.0,1293.0,1190.0,93000.0,76500.0,0.47555555555555556,585.0,535.0,2000000.0,19080.0,1820.0,1590.0,2000000.0,2343.0,1152.0,84224.0,0.527027027027027,1294932.0,15792.0,1293.0,1152.0,141.0,0.1041983282674772,0.20820668693009117,0.544482644648522,-0.05147147147147141,1
2021S05075350605.00,5350605.00,5350605.00,2544.0,1131.0,1070.0,137000.0,113000.0,0.3090909090909091,760.0,340.0,2000000.0,27120.0,2180.0,2260.0,2000000.0,2532.0,1012.0,119125.0,0.3155339805825243,1251763.0,23184.0,1131.0,1012.0,119.0,0.15005246589716684,0.16977225672877846,0.5977465382824065,-0.006443071491615215,1
2021S05075350606.00,5350606.00,5350606.00,5384.0,2259.0,2160.0,85000.0,75000.0,0.3672055427251732,1370.0,795.0,1250000.0,15120.0,1560.0,1260.0,1250000.0,5092.0,2102.0,65536.0,0.360381861575179,699417.0,12804.0,2259.0,2102.0,157.0,0.2969970703125,0.18088097469540768,0.7872027703072701,0.00682368114999421,1
2021S05075350607.00,5350607.00,5350607.00,3068.0,1113.0,1055.0,125000.0,106000.0,0.14418604651162792,915.0,155.0,1300000.0,34320.0,1660.0,2860.0,1300000.0,2978.0,1072.0,100096.0,0.12558139534883722,799192.0,19284.0,1113.0,1072.0,41.0,0.24880115089514065,0.7797137523335408,0.6266429093384318,0.018604651162790697,1
2021S05075350608.00,5350608.00,5350608.00,2746.0,898.0,850.0,116000.0,101000.0,0.28484848484848485,590.0,235.0,1300000.0,21360.0,1820.0,1780.0,1300000.0,2674.0,864.0,89984.0,0.2,700330.0,16728.0,898.0,864.0,34.0,0.28911806543385493,0.2769010043041607,0.8562677594848143,0.08484848484848484,1
2021S05075350609.00,5350609.00,5350609.00,2943.0,1006.0,965.0,166000.0,135000.0,0.10362694300518134,865.0,100.0,1800000.0,26640.0,2120.0,2220.0,1800000.0,2802.0,933.0,138752.0,0.08602150537634409,1003139.0,14496.0,1006.0,933.0,73.0,0.19637915129151293,0.8377483443708609,0.7943674804787771,0.017605437628837248,1
2021S05075350610.03,5350610.03,5350610.03,4563.0,2575.0,2475.0,83000.0,71000.0,0.46092184368737477,1345.0,1150.0,1000000.0,20880.0,1620.0,1740.0,1000000.0,4533.0,2452.0,72346.0,0.4663951120162933,697487.0,16524.0,2575.0,2452.0,123.0,0.14726453432117878,0.2636165577342048,0.4337184779071151,-0.005473268328918535,1
2021S05075350610.04,5350610.04,5350610.04,3228.0,1466.0,1400.0,95000.0,83000.0,0.23550724637681159,1055.0,325.0,1000000.0,12000.0,1270.0,1000.0,1000000.0,3244.0,1412.0,82091.0,0.2491103202846975,698382.0,14472.0,1466.0,1412.0,54.0,0.15725231755003594,-0.17081260364842454,0.4318811195019345,-0.013603073907885926,1
2021S05075350611.00,5350611.00,5350611.00,5025.0,1742.0,1690.0,137000.0,115000.0,0.10179640718562874,1500.0,170.0,1200000.0,33120.0,1640.0,2760.0,1200000.0,4992.0,1718.0,113664.0,0.043731778425655975,749804.0,22176.0,1742.0,1718.0,24.0,0.20530686936936937,0.4935064935064935,0.6004182426340751,0.058064628759972765,1
2021S05075350612.03,5350612.03,5350612.03,6108.0,2053.0,2005.0,132000.0,112000.0,0.185,1625.0,370.0,1500000.0,18360.0,1780.0,1530.0,1500000.0,6249.0,1992.0,125184.0,0.13784461152882205,851934.0,11976.0,2053.0,1992.0,61.0,0.054447852760736194,0.533066132264529,0.7606997725175894,0.04715538847117795,1
2021S05075350612.05,5350612.05,5350612.05,5753.0,2051.0,2025.0,127000.0,108000.0,0.24938271604938272,1520.0,505.0,1250000.0,12960.0,1590.0,1080.0,1250000.0,5871.0,2017.0,122624.0,0.2109181141439206,826885.0,12588.0,2051.0,2017.0,34.0,0.03568632567849687,0.029551954242135366,0.5116975153739637,0.03846460190546214,1
2021S05075350612.08,5350612.08,5350612.08,5410.0,1705.0,1670.0,134000.0,114000.0,0.17313432835820897,1380.0,290.0,1200000.0,24720.0,1700.0,2060.0,1200000.0,5562.0,1687.0,112691.0,0.11834319526627218,799858.0,17460.0,1705.0,1687.0,18.0,0.18909229663415889,0.41580756013745707,0.5002662972677651,0.05479113309193678,1
2021S05075350612.11,5350612.11,5350612.11,5655.0,1765.0,1740.0,170000.0,140000.0,0.06303724928366762,1630.0,110.0,1300000.0,37680.0,2020.0,3140.0,1300000.0,5811.0,1760.0,148582.0,0.04261363636363636,848275.0,24288.0,1765.0,1760.0,5.0,0.14414935860333014,0.5513833992094862,0.5325218826441896,0.02042361292003126,0
2021S05075350612.12,5350612.12,5350612.12,6550.0,2052.0,2030.0,159000.0,133000.0,0.07635467980295567,1875.0,155.0,1200000.0,26880.0,1920.0,2240.0,1200000.0,6846.0,2040.0,141227.0,0.06862745098039216,751561.0,20196.0,2052.0,2040.0,12.0,0.12584704058005905,0.33095662507427215,0.5966767833881748,0.007727228822563506,1
2021S05075350612.13,5350612.13,5350612.13,3763.0,1426.0,1405.0,121000.0,103000.0,0.08960573476702509,1270.0,125.0,1250000.0,22320.0,1390.0,1860.0,1250000.0,3811.0,1410.0,110285.0,0.06713780918727916,849965.0,18048.0,1426.0,1410.0,16.0,0.09715736500884073,0.23670212765957446,0.4706487914208232,0.02246792557974593,1
2021S05075350612.14,5350612.14,5350612.14,4311.0,1476.0,1455.0,129000.0,109000.0,0.08904109589041095,1330.0,130.0,1000000.0,22560.0,1860.0,1880.0,1000000.0,4261.0,1461.0,116096.0,0.12371134020618557,751558.0,18384.0,1476.0,1461.0,15.0,0.11114939360529218,0.22715404699738903,0.3305692973795768,-0.03467024431577462,1
2021S05075350612.15,5350612.15,5350612.15,7989.0,2709.0,2645.0,142000.0,117000.0,0.21388367729831145,2090.0,570.0,1200000.0,27600.0,2380.0,2300.0,1200000.0,7111.0,2167.0,140117.0,0.11494252873563218,849141.0,27216.0,2709.0,2167.0,542.0,0.013438769028740267,0.014109347442680775,0.4131928619628542,0.09894114856267927,1
2021S05075350612.18,5350612.18,5350612.18,4410.0,1342.0,1330.0,154000.0,128000.0,0.13818181818181818,1190.0,190.0,1110000.0,33840.0,2160.0,2820.0,1110000.0,4379.0,1338.0,128000.0,0.08955223880597014,699286.0,24864.0,1342.0,1338.0,4.0,0.203125,0.361003861003861,0.587333365747348,0.04862957937584804,0
2021S05075350612.19,5350612.19,5350612.19,4008.0,1301.0,1285.0,147000.0,122000.0,0.15129151291512916,1150.0,205.0,1000000.0,27840.0,2080.0,2320.0,1000000.0,4067.0,1294.0,120448.0,0.10852713178294573,651098.0,20412.0,1301.0,1294.0,7.0,0.22044367693942615,0.36390358612580836,0.5358671044911826,0.04276438113218342,0
2021S05075350612.20,5350612.20,5350612.20,4302.0,1326.0,1310.0,162000.0,135000.0,0.07984790874524715,1210.0,105.0,1200000.0,31680.0,2140.0,2640.0,1200000.0,4403.0,1322.0,139264.0,0.03007518796992481,799551.0,25860.0,1326.0,1322.0,4.0,0.16325827205882354,0.22505800464037123,0.5008423477676847,0.04977272077532234,0
2021S05075350612.21,5350612.21,5350612.21,6922.0,2019.0,2000.0,158000.0,131000.0,0.1475,1700.0,295.0,1150000.0,31680.0,2460.0,2640.0,1150000.0,6694.0,1979.0,126413.0,0.10606060606060606,751297.0,24792.0,2019.0,1979.0,40.0,0.2498714530942229,0.27783155856727976,0.5306862665497134,0.04143939393939393,1
2021S05075350612.22,5350612.22,5350612.22,8217.0,2480.0,2435.0,147000.0,122000.0,0.19096509240246407,1970.0,465.0,1200000.0,30720.0,2640.0,2560.0,1200000.0,7321.0,2090.0,133865.0,0.11004784688995216,779979.0,24744.0,2480.0,2090.0,390.0,0.09812124154932207,0.24151309408341415,0.5385029596950687,0.0809172455125119,1
2021S05075350612.23,5350612.23,5350612.23,4957.0,1522.0,1495.0,145000.0,122000.0,0.14715719063545152,1275.0,220.0,1200000.0,33120.0,2160.0,2760.0,1200000.0,4822.0,1369.0,134848.0,0.0625,699794.0,26628.0,1522.0,1369.0,153.0,0.07528476506881822,0.2438035150968905,0.7147903525894763,0.08465719063545152,1
2021S05075350612.25,5350612.25,5350612.25,5324.0,1617.0,1600.0,164000.0,136000.0,0.06875,1490.0,110.0,1500000.0,38160.0,1880.0,3180.0,1500000.0,5474.0,1597.0,153664.0,0.050314465408805034,922111.0,25992.0,1617.0,1597.0,20.0,0.06726364014993752,0.46814404432132967,0.6267022083024711,0.01843553459119497,1
2021S05075350612.26,5350612.26,5350612.26,6373.0,3056.0,2755.0,93000.0,79500.0,0.4290909090909091,1570.0,1180.0,695000.0,27600.0,1900.0,2300.0,695000.0,4141.0,1783.0,74880.0,0.329608938547486,421807.0,19800.0,3056.0,1783.0,1273.0,0.2419871794871795,0.3939393939393939,0.6476729878830839,0.09948197054342306,1
2021S05075350612.27,5350612.27,5350612.27,5327.0,1847.0,1825.0,131000.0,112000.0,0.1885245901639344,1480.0,345.0,1250000.0,19440.0,1980.0,1620.0,1250000.0,5322.0,1707.0,118059.0,0.11730205278592376,799165.0,16512.0,1847.0,1707.0,140.0,0.10961468418333206,0.17732558139534885,0.5641325633630101,0.07122253737801065,1
2021S05075350613.01,5350613.01,5350613.01,4269.0,1549.0,1510.0,115000.0,98000.0,0.1610738255033557,1255.0,240.0,1000000.0,21360.0,1660.0,1780.0,1000000.0,4134.0,1515.0,94683.0,0.1461794019933555,601499.0,13788.0,1549.0,1515.0,34.0,0.21457917471985466,0.5491731940818103,0.662513154635336,0.014894423510000199,1
2021S05075350613.03,5350613.03,5350613.03,4207.0,1576.0,1530.0,93000.0,82000.0,0.37942122186495175,960.0,590.0,1000000.0,20400.0,1760.0,1700.0,1000000.0,4071.0,1610.0,71534.0,0.38153846153846155,601302.0,14448.0,1576.0,1610.0,-34.0,0.3000810803254397,0.4119601328903654,0.6630578311730212,-0.0021172396735097965,0
2021S05075350613.04,5350613.04,5350613.04,4856.0,2265.0,2115.0,72000.0,65500.0,0.5355450236966824,975.0,1130.0,750000.0,21600.0,1230.0,1800.0,750000.0,4477.0,1915.0,62438.0,0.4839572192513369,501071.0,16920.0,2265.0,1915.0,350.0,0.1531439187674173,0.2765957446808511,0.49679386753573845,0.05158780444534555,1
2021S05075350614.01,5350614.01,5350614.01,3141.0,1104.0,1090.0,135000.0,116000.0,0.0684931506849315,1020.0,75.0,1000000.0,31440.0,1780.0,2620.0,1000000.0,3137.0,1098.0,117248.0,0.05701754385964912,698850.0,20436.0,1104.0,1098.0,6.0,0.15140556768558952,0.5384615384615384,0.4309222293768334,0.011475606825282383,0
2021S05075350614.02,5350614.02,5350614.02,3929.0,1435.0,1410.0,123000.0,106000.0,0.0711743772241993,1300.0,100.0,1000000.0,30720.0,1840.0,2560.0,1000000.0,3941.0,1428.0,107593.0,0.03832752613240418,650617.0,19896.0,1435.0,1428.0,7.0,0.14319704813510173,0.5440289505428226,0.5370025683312917,0.032846851091795116,0
2021S05075350615.00,5350615.00,5350615.00,21317.0,7011.0,6525.0,131000.0,111000.0,0.2888368462138954,4555.0,1850.0,1300000.0,34800.0,3100.0,2900.0,1300000.0,6430.0,1929.0,119552.0,0.22739018087855298,900586.0,25752.0,7011.0,1929.0,5082.0,0.09575749464668094,0.35135135135135137,0.4435045625848059,0.061446665335342404,1
2021S05075350620.05,5350620.05,5350620.05,4761.0,1309.0,1295.0,166000.0,137000.0,0.03529411764705882,1220.0,45.0,1100000.0,32880.0,2300.0,2740.0,1100000.0,4590.0,1239.0,140992.0,0.012145748987854251,698884.0,0.0,1309.0,1239.0,70.0,0.17737176577394462,32880.0,0.5739378781028039,0.023148368659204572,1
2021S05075350620.06,5350620.06,5350620.06,7833.0,2459.0,2420.0,118000.0,101000.0,0.1859504132231405,1965.0,450.0,850000.0,26640.0,2240.0,2220.0,850000.0,6801.0,2048.0,97865.0,0.097799511002445,501561.0,21780.0,2459.0,2048.0,411.0,0.2057426046083891,0.2231404958677686,0.6947091181331881,0.08815090222069549,1
2021S05075350620.07,5350620.07,5350620.07,5458.0,1407.0,1395.0,157000.0,133000.0,0.04929577464788732,1355.0,70.0,1000000.0,32880.0,2500.0,2740.0,1000000.0,5447.0,1398.0,132561.0,0.03558718861209965,650177.0,23652.0,1407.0,1398.0,9.0,0.18436040766137854,0.39015728056823945,0.5380427175984386,0.013708586035787673,0
